year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,2,0.0,3002.5,5.60604562,,True,messageboardsandforums
2000,8,2.75,7281.25,11.30828057375,8.73242776,True,messageboardsandforums
2001,10,5.0,6714.8,11.718206809999998,9.795257813000001,True,messageboardsandforums
2002,16,2.875,6414.125,11.4863892,7.316045637500001,True,messageboardsandforums
2003,32,1.375,6706.0,10.967743840625,8.219270559375,True,messageboardsandforums
2004,42,2.761904761904762,6641.4047619047615,11.713864635714284,7.31844827142857,True,messageboardsandforums
2005,42,2.4047619047619047,6356.261904761905,11.621797271428571,7.504731952380952,True,messageboardsandforums
2006,57,2.736842105263158,6409.438596491228,12.138722099999999,7.662746773684211,True,messageboardsandforums
2007,69,2.4057971014492754,6430.579710144928,12.310300357971016,8.10258484637681,True,messageboardsandforums
2008,69,2.898550724637681,6580.347826086957,12.321708986956521,7.519814423188405,True,messageboardsandforums
2009,58,3.5689655172413794,6718.913793103448,12.187947927586206,8.448996162068966,True,messageboardsandforums
2010,68,3.5441176470588234,6343.220588235294,11.728848213235294,8.237388304411766,True,messageboardsandforums
2011,102,2.715686274509804,6819.019607843137,12.486821784313728,8.33314265,True,messageboardsandforums
2012,136,2.661764705882353,6881.617647058823,12.496039823529413,8.320924007352941,True,messageboardsandforums
2013,144,2.9305555555555554,6734.423611111111,12.194376611111112,8.161097520833332,True,messageboardsandforums
2014,168,2.892857142857143,6231.071428571428,12.095528119047618,6.791473839285715,True,messageboardsandforums
2015,169,2.171597633136095,7514.289940828402,11.993987278106509,7.582683065088757,True,messageboardsandforums
2016,165,2.0303030303030303,7050.533333333334,11.67453709090909,7.40517006060606,True,messageboardsandforums
2017,138,1.9710144927536233,6959.159420289855,11.762915920289856,6.009208173913044,True,messageboardsandforums
2018,109,3.8990825688073394,11883.56880733945,12.66972846788991,8.975158842201834,True,messageboardsandforums
2019,127,3.322834645669291,12258.858267716536,12.69887211023622,8.496179267716535,True,messageboardsandforums
