year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,1,0.0,2987.0,13.13304348,0.0,False,education;entertainment;games - education;entertainment;games;shopping - 
2000,2,0.0,1966.5,10.636864635,0.0,False,education;entertainment;games - education;entertainment;games;shopping - 
2001,10,2.8,3751.1,11.53808996,4.163944967,False,education;entertainment;games - education;entertainment;games;shopping - 
2002,11,3.1818181818181817,3999.7272727272725,11.954496045454546,4.90297861,False,education;entertainment;games - education;entertainment;games;shopping - 
2003,12,2.8333333333333335,4376.416666666667,11.570082391666666,5.685754230000001,False,education;entertainment;games - education;entertainment;games;shopping - 
2004,14,2.7142857142857144,4719.714285714285,10.919137142857142,5.940922121428572,False,education;entertainment;games - education;entertainment;games;shopping - 
2005,20,3.75,7214.5,11.027438174999999,7.2186993,False,education;entertainment;games - education;entertainment;games;shopping - 
2006,23,3.9130434782608696,7410.391304347826,10.768541513043477,8.698806086956521,False,education;entertainment;games - education;entertainment;games;shopping - 
2007,27,2.259259259259259,6553.592592592592,12.118233237037035,7.5919131222222225,False,education;entertainment;games - education;entertainment;games;shopping - 
2008,27,2.4444444444444446,6408.481481481482,12.171718359259259,9.143694688888889,False,education;entertainment;games - education;entertainment;games;shopping - 
2009,22,2.8181818181818183,7578.090909090909,12.034938490909093,10.666425872727272,False,education;entertainment;games - education;entertainment;games;shopping - 
2010,38,3.0789473684210527,7739.0,12.033127678947368,9.03334405263158,False,education;entertainment;games - education;entertainment;games;shopping - 
2011,56,5.392857142857143,7662.928571428572,13.173086939285716,9.297848933928572,False,education;entertainment;games - education;entertainment;games;shopping - 
2012,61,3.459016393442623,7996.016393442623,13.057826467213115,9.52470796065574,False,education;entertainment;games - education;entertainment;games;shopping - 
2013,66,3.5606060606060606,9228.969696969696,13.055664608939395,9.024925342424241,False,education;entertainment;games - education;entertainment;games;shopping - 
2014,68,4.882352941176471,10389.058823529413,12.710543437794119,8.939521414705883,False,education;entertainment;games - education;entertainment;games;shopping - 
2015,69,4.405797101449275,7728.942028985507,12.53156703173913,7.382880334782608,False,education;entertainment;games - education;entertainment;games;shopping - 
2016,70,4.714285714285714,10335.242857142857,12.582654934142857,8.947507988571429,False,education;entertainment;games - education;entertainment;games;shopping - 
2017,68,5.602941176470588,12375.838235294117,13.154025446911763,10.20261058382353,False,education;entertainment;games - education;entertainment;games;shopping - 
2018,54,7.574074074074074,15809.685185185184,12.721708553703705,12.12421311111111,False,education;entertainment;games - education;entertainment;games;shopping - 
2019,63,6.666666666666667,15016.587301587302,11.870004389682538,10.438022673015872,False,education;entertainment;games - education;entertainment;games;shopping - 
