year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2004,2,4.0,4301.0,10.569982815,13.50681897,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2007,1,0.0,6894.0,12.35896811,15.60156596,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2008,1,0.0,6917.0,12.34877142,15.60156596,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2009,2,0.0,6917.0,12.348771425,15.601565955,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2010,1,0.0,6917.0,12.34877142,15.60156596,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2011,1,0.0,6852.0,12.36915903,15.60156596,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2012,2,0.0,6910.0,11.97729354,15.111483849999999,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2013,3,0.0,3848.0,11.90184045,4.945581986666666,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2014,3,0.0,3787.0,13.24741939,5.007043226666666,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2015,4,0.0,4711.0,13.023902625,7.5105648425,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2016,4,0.0,4855.0,13.040052745,7.6006763575,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2017,3,0.0,3978.0,13.148851103333334,5.127191916666667,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2018,4,0.0,4871.0,12.936156332500001,7.55612884,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
2019,3,0.0,3885.6666666666665,13.068820083333334,5.037419226666667,False,realestate;streamingmedia - realestate;streamingmedia;travel - 
