year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2006,2,3.0,17103.0,14.50763202,14.50688674,True,chatandmessaging;informationtech
2007,5,3.6,15979.6,14.44532325,15.14426986,True,chatandmessaging;informationtech
2008,5,4.2,14856.2,14.38301448,15.78165299,True,chatandmessaging;informationtech
2009,2,3.0,17229.0,14.20206102,14.41086994,True,chatandmessaging;informationtech
2010,4,4.0,18405.5,14.6202326,14.55449337,True,chatandmessaging;informationtech
2011,4,5.5,16058.5,14.450814600000001,15.01046277,True,chatandmessaging;informationtech
2012,5,8.0,13120.8,14.37711044,16.04233495,True,chatandmessaging;informationtech
2013,6,8.0,12578.66667,14.43898471,16.33618094,True,chatandmessaging;informationtech
2014,5,7.6,11143.0,13.80574469,15.98943166,True,chatandmessaging;informationtech
2015,7,7.428571428571429,11108.57143,13.46806225,15.52598983,True,chatandmessaging;informationtech
2016,5,7.2,9970.8,13.10953147,15.46595899,True,chatandmessaging;informationtech
2017,2,8.0,9830.0,14.58817576,17.65640897,True,chatandmessaging;informationtech
2018,3,8.0,12744.0,14.61780499,16.02060158,True,chatandmessaging;informationtech
2019,2,7.0,8967.5,12.77579451,15.39480677,True,chatandmessaging;informationtech
