year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1998,18,2.111111111111111,3595.722222,12.42987298,14.55134123,True,business
1999,114,2.526315789473684,4647.04386,12.43144337,14.44173919,True,business
2000,539,2.031539888682746,4862.181818,12.17956943,14.40932409,True,business
2001,940,1.9382978723404256,5401.87234,12.27923177,14.53039347,True,business
2002,1422,2.0843881856540083,5693.192686,12.48107312,14.69337744,True,business
2003,1850,2.0697297297297297,5966.120540999999,12.52604488,14.66619015,True,business
2004,2480,2.0879032258064516,6274.125,12.61877271,14.84502499,True,business
2005,2934,2.0446489434219495,6531.634628,12.64181928,14.90640328,True,business
2006,4141,2.075585607341222,6932.372374,12.74813291,15.00482724,True,business
2007,5181,2.261339509747153,7069.725922,12.83781916,15.09481014,True,business
2008,6281,2.3690495144085335,7120.136602,12.86642263,15.12103962,True,business
2009,6426,2.5471521942110176,7384.544195,12.92910501,15.18380636,True,business
2010,8818,2.6022907688818324,7528.4296890000005,12.9795067,15.24105135,True,business
2011,11862,2.599477322542573,7826.226353,12.97665562,15.2744893,True,business
2012,14433,2.6717938058615673,8077.7312409999995,12.99405639,15.24752331,True,business
2013,16053,2.753441724288295,8491.030648,13.04490314,15.26701064,True,business
2014,17148,2.8400979706088174,9017.497842,13.10298648,15.30764065,True,business
2015,18232,2.9660487055726197,9473.497312000001,13.14635507,15.34100377,True,business
2016,18421,2.989251397861137,9836.699256,13.14370518,15.34893895,True,business
2017,15553,3.1350864784928953,10653.06378,13.22157885,15.37446438,True,business
2018,11977,3.8098856140936794,13857.964259999999,13.35070395,15.43947633,True,business
2019,12167,4.118435111366812,15821.39065,13.42022033,15.48209589,True,business
