year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2007,1328,4.981174698795181,9754.361445783132,12.911895105903614,11.803153481649098,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2008,1372,5.055393586005831,9709.701895043732,13.175320801953355,11.778621638775512,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2009,1630,5.650920245398773,10463.36809815951,13.518732618012269,12.594655774263801,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2010,2054,5.494644595910419,10757.386075949367,13.415126962302821,12.316818863563778,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2011,2577,5.653861078773768,11107.417151726813,13.180617058579749,12.044503376488162,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2012,2866,5.528611304954641,11389.668178646196,13.19291291094557,11.935177837020236,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2013,3086,5.036616979909268,11432.283214517174,13.225831300032407,11.803597667368763,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2014,3403,4.990596532471349,11850.23949456362,13.21833074944167,11.761414763009109,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2015,3702,4.883306320907617,11887.30983252296,13.231915583371153,11.710912819964884,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2016,4001,4.8660334916270935,12631.862784303925,13.267279834078979,11.712553055291178,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2017,4088,5.116438356164384,13614.322162426615,13.347217657761744,12.001159172964776,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2018,3419,5.446621819245394,15891.073705761919,13.337625200877449,12.993337106920146,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
2019,3388,5.646694214876033,16718.92473435655,13.30328967507969,13.005974029329986,False,adult;entertainment;newsandmedia - adult;informationtech;newsandmedia - adult;newsandmedia - blogsandpersonal;business;newsandmedia - blogsandpersonal;education;newsandmedia - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;newsandmedia - business;economyandfinance;newsandmedia - business;education;newsandmedia - business;entertainment;newsandmedia - business;informationtech;newsandmedia - business;newsandmedia - business;newsandmedia;shopping - business;newsandmedia;sports - business;newsandmedia;travel - business;newsandmedia;vehicles - chatandmessaging;entertainment;newsandmedia - contentserver;newsandmedia - drugs;newsandmedia - economyandfinance;education;newsandmedia - economyandfinance;entertainment;newsandmedia - economyandfinance;newsandmedia - education;entertainment;newsandmedia - education;health;newsandmedia - education;informationtech;newsandmedia - education;newsandmedia - education;newsandmedia;shopping - education;newsandmedia;sports - education;newsandmedia;streamingmedia - education;newsandmedia;travel - entertainment;games;newsandmedia - entertainment;informationtech;newsandmedia - entertainment;newsandmedia - entertainment;newsandmedia;searchenginesandportals - entertainment;newsandmedia;shopping - entertainment;newsandmedia;sports - entertainment;newsandmedia;streamingmedia - entertainment;newsandmedia;vehicles - games;informationtech;newsandmedia - games;messageboardsandforums;newsandmedia - games;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - mediasharing;newsandmedia - messageboardsandforums;newsandmedia - newsandmedia - newsandmedia;searchenginesandportals - newsandmedia;shopping - newsandmedia;sports - newsandmedia;sports;streamingmedia - newsandmedia;streamingmedia - newsandmedia;travel - newsandmedia;vehicles - newsandmedia;virtualreality - 
