year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2014,1,0.0,1139.0,10.08040936,0.0,False,foodandrecipes;shopping;weapons - 
2015,2,0.0,1134.5,10.087871345,0.0,False,foodandrecipes;shopping;weapons - 
2016,1,8.0,8894.0,13.54198517,15.24766489,False,foodandrecipes;shopping;weapons - 
