year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2001,5,2.0,3983.4,10.45702177,12.1622662,True,blogsandpersonal
2002,1,0.0,3368.0,8.409476843,11.07235135,True,blogsandpersonal
2003,2,1.0,3913.0,9.073449002,11.30519309,True,blogsandpersonal
2004,7,1.1428571428571428,4138.142857,9.339028016,11.53803483,True,blogsandpersonal
2005,11,6.181818181818182,5240.181818,10.883931500000001,13.18742774,True,blogsandpersonal
2006,12,6.0,5519.666667,11.06525788,14.61709197,True,blogsandpersonal
2007,11,6.454545454545454,5895.181818,10.44693011,15.82545182,True,blogsandpersonal
2008,12,6.666666666666667,7369.083333,11.06860849,15.32708898,True,blogsandpersonal
2009,21,4.0,7024.47619,11.61539449,15.26953312,True,blogsandpersonal
2010,36,3.0277777777777777,5948.972222,12.2829148,14.99364214,True,blogsandpersonal
2011,49,1.7142857142857142,6208.938776,12.54561174,14.76703699,True,blogsandpersonal
2012,42,1.4285714285714286,6488.523810000001,12.81744917,14.52760715,True,blogsandpersonal
2013,50,1.92,6805.02,12.71949315,14.89788771,True,blogsandpersonal
2014,56,1.9285714285714286,6674.857143,12.98593463,14.84617108,True,blogsandpersonal
2015,52,1.6538461538461537,6574.057692,12.9395785,14.68723831,True,blogsandpersonal
2016,49,1.7346938775510203,6811.1224489999995,12.72796823,15.308689999999999,True,blogsandpersonal
2017,40,1.75,6739.85,12.67826801,15.42131431,True,blogsandpersonal
2018,26,1.3461538461538463,8088.269231,12.54412621,14.66556914,True,blogsandpersonal
2019,15,3.3333333333333335,10415.2,12.07953536,14.11758723,True,blogsandpersonal
