year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2003,3,0.0,3225.0,13.244015513333332,0.0,False,business;health;shopping - 
2004,4,0.0,3142.75,13.36425833,0.0,False,business;health;shopping - 
2005,4,0.0,3152.5,13.36425833,0.0,False,business;health;shopping - 
2006,5,0.8,3240.6,12.403991974,0.0,False,business;health;shopping - 
2007,6,2.6666666666666665,3243.1666666666665,11.946802286666667,1.9549830566666666,False,business;health;shopping - 
2008,6,2.3333333333333335,3636.8333333333335,12.356482321666666,2.37754877,False,business;health;shopping - 
2009,6,4.333333333333333,4781.833333333333,12.431719748333334,7.148856503333334,False,business;health;shopping - 
2010,10,2.9,5761.9,12.85556004,4.341369829,False,business;health;shopping - 
2011,14,5.642857142857143,11897.42857142857,13.124977714285714,9.887970021428572,False,business;health;shopping - 
2012,14,4.0,8931.07142857143,12.633957792857144,6.3279668285714274,False,business;health;shopping - 
2013,17,3.7058823529411766,11607.29411764706,13.118570429411767,8.3768892,False,business;health;shopping - 
2014,17,5.0,12890.941176470587,13.66178731764706,9.661359158823528,False,business;health;shopping - 
2015,22,3.8181818181818183,10628.318181818182,13.610508877272729,10.792760140909092,False,business;health;shopping - 
2016,16,3.375,10572.875,13.47612905625,12.57950730625,False,business;health;shopping - 
2017,16,3.375,11072.6875,13.55227073125,12.85862844375,False,business;health;shopping - 
2018,7,2.2857142857142856,12192.285714285714,14.049660525714286,15.539751357142856,False,business;health;shopping - 
2019,10,2.4,12331.0,13.198933200000003,10.693058159999998,False,business;health;shopping - 
