year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1998,1,2.0,1714.0,14.85273712,0.0,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
1999,4,1.0,2246.25,10.307952815,3.323751625,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2000,13,2.8461538461538463,3800.076923076923,9.67057130076923,4.422354949230769,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2001,13,1.5384615384615385,5205.153846153846,10.42026400076923,4.328196879230769,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2002,34,1.2647058823529411,5572.470588235294,11.651008175,6.586505796470588,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2003,30,2.3,5619.166666666667,11.463553193333333,6.895347020000001,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2004,35,2.5428571428571427,5861.142857142857,11.612940891428572,7.983048417142856,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2005,38,3.4473684210526314,5891.184210526316,11.957564428947368,8.474880707894737,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2006,56,5.75,6280.5,12.110158007142857,8.611445623214285,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2007,72,4.694444444444445,6355.402777777777,11.574234384305555,9.477565088888888,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2008,89,3.741573033707865,6777.438202247191,12.371971973033707,10.342306421348315,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2009,82,3.1341463414634148,7226.90243902439,12.547479000853658,9.851029867560975,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2010,105,2.638095238095238,6924.971428571429,11.829108068095238,8.92993942447619,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2011,152,2.901315789473684,7374.3223684210525,12.058841549210527,9.013887350592105,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2012,183,3.202185792349727,8123.732240437159,12.389573528907103,9.755314865191258,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2013,215,3.1627906976744184,7881.320930232559,12.22668287772093,9.298565290186046,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2014,246,3.073170731707317,8020.223577235773,12.000800396626017,9.440644995975608,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2015,282,2.7056737588652484,8110.677304964539,12.273120993156025,10.079347534822695,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2016,281,2.7615658362989324,9092.540925266903,12.41036748939502,11.414209334483987,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2017,223,3.1479820627802693,10181.013452914798,12.67856902852018,12.137301228699553,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2018,147,4.244897959183674,13501.952380952382,13.190191225442176,13.378903111972788,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
2019,184,4.320652173913044,13722.29347826087,12.972089213532607,13.400939151141303,False,alcoholandtobacco;foodandrecipes;shopping - business;foodandrecipes;shopping - drugs;foodandrecipes;shopping - education;foodandrecipes;shopping - entertainment;foodandrecipes;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - 
