year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,2,0.0,3397.0,11.59599567,,True,alcoholandtobacco
2001,2,0.0,3841.0,11.03286331,12.74508487,True,alcoholandtobacco
2002,4,0.0,3613.5,11.04100399,13.50681897,True,alcoholandtobacco
2003,4,0.0,3590.0,11.26965482,,True,alcoholandtobacco
2004,6,0.0,5424.166667,11.34198262,14.42434836,True,alcoholandtobacco
2005,9,0.4444444444444444,5911.777778,11.71414937,14.62027385,True,alcoholandtobacco
2006,6,0.6666666666666666,5424.0,11.57624371,14.78982132,True,alcoholandtobacco
2007,6,0.0,3256.833333,11.43511536,,True,alcoholandtobacco
2008,11,0.36363636363636365,4337.636364,11.73940829,14.53393163,True,alcoholandtobacco
2009,11,0.7272727272727273,6026.2727270000005,11.93831562,15.06320256,True,alcoholandtobacco
2010,16,2.25,6736.6875,12.54016094,15.10505623,True,alcoholandtobacco
2011,17,1.1764705882352942,6403.352940999999,12.48936535,14.84546138,True,alcoholandtobacco
2012,28,0.5714285714285714,7789.0,12.3842326,14.72213575,True,alcoholandtobacco
2013,34,0.7647058823529411,8886.176470999999,12.45815305,14.63261745,True,alcoholandtobacco
2014,39,0.7948717948717948,9134.948718000001,12.43955776,14.65809619,True,alcoholandtobacco
2015,40,2.35,9268.25,12.51903479,14.86801049,True,alcoholandtobacco
2016,39,2.717948717948718,8981.051281999999,12.51010731,14.77332341,True,alcoholandtobacco
2017,37,4.324324324324325,9904.540541,12.57970364,14.85709272,True,alcoholandtobacco
2018,28,3.8214285714285716,12764.92857,12.651060099999999,14.86748499,True,alcoholandtobacco
2019,36,4.416666666666667,15213.25,12.42644748,14.68322033,True,alcoholandtobacco
