year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,0.0,3883.0,10.85510204,0.0,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2001,2,0.0,6591.0,12.891764085,14.492494325,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2002,1,0.0,11418.0,12.36594185,13.714393900000001,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2003,4,0.0,11183.25,12.95234571,14.679709225000002,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2004,2,0.0,8324.0,14.975891195,8.283607485,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2005,3,0.0,4765.666666666667,13.549890996666667,9.61718855,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2006,5,1.4,10675.2,11.843375926,11.654283312,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2007,6,3.8333333333333335,14655.166666666666,11.481196223333333,14.485365191666668,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2008,8,3.75,13897.0,12.39509202375,14.978213638749999,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2009,6,4.333333333333333,11731.666666666666,12.196262633333333,14.472056225000001,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2010,12,2.9166666666666665,10086.5,12.72500547,12.475832264166664,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2011,17,2.4705882352941178,10063.29411764706,11.613682134117647,11.513946884705884,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2012,15,3.0,10843.4,11.776720112666668,13.656973751333332,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2013,18,2.7777777777777777,10225.666666666666,11.062095942777777,12.822396425555556,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2014,16,2.75,10240.875,10.851335300625001,12.758254545,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2015,15,2.6,10672.666666666666,11.702610766,13.769821959333335,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2016,14,2.857142857142857,10438.285714285714,11.860871868571428,13.897973316428573,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2017,13,2.4615384615384617,16174.384615384615,12.24234268692308,12.457251766923077,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2018,9,3.7777777777777777,25585.555555555555,14.151622604444446,15.291669849999998,False,business;education;searchenginesandportals - education;searchenginesandportals - 
2019,4,4.0,38663.0,15.5471610825,15.688483145,False,business;education;searchenginesandportals - education;searchenginesandportals - 
