year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,2,4.5,14661.5,14.14132823,15.41943616,True,realestate
2000,5,5.4,13762.2,14.03690392,15.92682524,True,realestate
2001,7,5.714285714285714,12555.28571,13.54674041,16.22261777,True,realestate
2002,11,3.272727272727273,6606.363636,13.42195106,15.64449211,True,realestate
2003,12,2.0,4404.083333,13.07605092,15.73171695,True,realestate
2004,23,1.3478260869565217,6129.26087,12.5496371,14.97348242,True,realestate
2005,27,0.3333333333333333,5588.518519,12.75999069,15.10982847,True,realestate
2006,43,1.6744186046511629,6811.604651000001,12.50458401,14.95002064,True,realestate
2007,57,2.017543859649123,7728.824561,12.80770907,15.62501521,True,realestate
2008,70,1.8428571428571427,7806.057143000001,12.87289735,15.77781548,True,realestate
2009,61,1.7704918032786885,7681.803279000001,12.83751006,15.51534374,True,realestate
2010,70,1.6857142857142857,8529.528570999999,12.96748487,15.55593273,True,realestate
2011,93,1.89247311827957,9127.569892,13.05742845,15.76087798,True,realestate
2012,114,1.894736842105263,8918.675439,13.12465763,15.63409149,True,realestate
2013,122,1.7295081967213115,8789.409836,12.99847656,15.49343765,True,realestate
2014,126,2.119047619047619,10023.07937,13.12014982,15.38385328,True,realestate
2015,116,1.8189655172413792,11403.74138,13.31963304,15.50983845,True,realestate
2016,106,1.9622641509433962,11462.46226,13.01482688,15.25294477,True,realestate
2017,91,2.0549450549450547,12087.23077,12.94969796,15.24924461,True,realestate
2018,81,2.3703703703703702,14476.59259,13.86040323,16.00022314,True,realestate
2019,80,2.35,17660.9375,13.13043786,15.44247851,True,realestate
