year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1997,2,1.0,2076.0,6.37337716,7.13264631,True,education
1998,9,1.8888888888888888,2836.777777777778,13.717410055555556,4.874187471111111,True,education
1999,28,4.928571428571429,3444.6785714285716,11.869886442857142,3.611975807142857,True,education
2000,261,4.134099616858237,4386.60153256705,11.561489091954025,4.947783888888888,True,education
2001,452,4.7234513274336285,4747.949115044248,11.95991972123894,5.157093236725664,True,education
2002,710,3.992957746478873,5045.435211267606,11.932548145070424,5.6105940042253515,True,education
2003,886,3.3871331828442437,5366.849887133183,11.981819571106096,5.820099835214447,True,education
2004,1100,3.229090909090909,5415.620909090909,12.062478181818182,6.024101507272727,True,education
2005,1302,3.3509984639016897,5618.433179723503,12.163814086021505,6.327360884024578,True,education
2006,1681,3.391433670434265,5782.454491374182,12.065334295062462,6.560557519333731,True,education
2007,1985,3.224685138539043,5842.714861460957,12.16496068513854,6.862886644836272,True,education
2008,2210,3.276018099547511,5893.077375565611,12.321898538461538,7.082880334841629,True,education
2009,2264,3.0008833922261484,5913.195671378092,12.439420525618374,7.292311179328622,True,education
2010,2887,3.057499134049186,6087.4935919639765,12.516457332871493,7.4407163214409415,True,education
2011,3629,3.1959217415265915,6486.58225406448,12.582711333700743,8.045729211904106,True,education
2012,4341,3.855793595945635,6969.990555171619,12.696890843123704,8.139062250633495,True,education
2013,4810,3.655093555093555,7103.168191268192,12.711861268191269,8.239505386694386,True,education
2014,5177,4.019316206297083,7499.525593973343,12.763705306161869,8.48674920224068,True,education
2015,5731,4.162449834234863,7807.308323154773,12.771131622753444,8.757500191938579,True,education
2016,6050,4.70793388429752,8495.101983471075,12.78500665785124,9.046547636363636,True,education
2017,5665,4.72621359223301,8672.345278022947,12.812831484554282,9.243925006178289,True,education
2018,4600,4.625217391304348,10014.34456521739,12.88459286521739,9.998504804347826,True,education
2019,5035,4.238530287984111,10899.42959285005,13.058364589870903,10.240375910625621,True,education
