year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1998,4,2.0,2526.25,12.43636112,,True,foodandrecipes
1999,9,2.888888888888889,2643.777778,11.84184516,10.93419731,True,foodandrecipes
2000,23,3.1739130434782608,4263.608696,12.10569287,13.44973277,True,foodandrecipes
2001,37,1.6216216216216217,5449.432432,11.79562027,14.27693605,True,foodandrecipes
2002,52,3.5961538461538463,6761.230769,12.06684419,14.29880911,True,foodandrecipes
2003,73,4.205479452054795,6793.8630140000005,12.26938473,14.56596911,True,foodandrecipes
2004,78,4.17948717948718,6659.666667,12.31972816,14.58463845,True,foodandrecipes
2005,80,3.8125,6908.2625,12.54636774,14.58647856,True,foodandrecipes
2006,122,5.131147540983607,7512.5,12.85517414,14.99512103,True,foodandrecipes
2007,150,7.433333333333334,8468.62,12.91209611,15.26319969,True,foodandrecipes
2008,170,7.652941176470589,9098.547059,12.82902537,15.25885028,True,foodandrecipes
2009,183,7.103825136612022,9432.939891,12.92111541,15.1598965,True,foodandrecipes
2010,232,7.112068965517241,9298.008620999999,12.90109103,15.19601041,True,foodandrecipes
2011,313,6.3099041533546325,8973.990415,12.82224539,15.17526378,True,foodandrecipes
2012,397,4.783375314861461,8336.579345,12.90486123,15.185015,True,foodandrecipes
2013,451,3.988913525498891,8410.855876000001,12.9490508,15.13862245,True,foodandrecipes
2014,598,3.4849498327759196,8348.30602,12.84896379,14.98822788,True,foodandrecipes
2015,764,3.2866492146596857,8221.108639,12.73210323,14.86907329,True,foodandrecipes
2016,858,3.491841491841492,8549.134033,12.70411996,14.82084866,True,foodandrecipes
2017,755,3.471523178807947,8655.64106,12.67359274,14.70907022,True,foodandrecipes
2018,580,4.624137931034483,11190.68621,12.86852606,14.80760926,True,foodandrecipes
2019,642,4.931464174454828,12139.88006,12.74009189,14.72918787,True,foodandrecipes
