year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,0.0,10032.0,15.18106044,16.23940671,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2001,2,2.5,7771.5,13.248418005,14.76046886,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2002,6,4.5,3606.0,10.400168976666668,6.520270175,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2003,8,5.625,7043.75,11.572593283749999,10.2713708825,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2004,16,6.125,7461.4375,12.108506615625,8.627347381875,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2005,18,9.555555555555555,6866.277777777777,11.884447423888888,8.326477353888889,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2006,22,7.2272727272727275,6860.272727272727,12.01344222272727,8.881432372727273,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2007,29,6.724137931034483,5826.310344827586,10.921197386551723,7.1707712672413795,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2008,35,6.942857142857143,6920.4,11.46372608,7.8272863762857146,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2009,31,6.516129032258065,4832.354838709677,10.869032301290323,6.657422001612904,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2010,43,4.325581395348837,6398.372093023256,11.568194699767442,8.891525496046512,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2011,53,6.754716981132075,9917.396226415094,12.762769698490565,11.072584690566035,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2012,70,6.285714285714286,11234.242857142857,13.220390125285714,12.373812769285713,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2013,77,5.740259740259741,10757.38961038961,13.333143507402598,11.705009951298704,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2014,82,5.682926829268292,9994.317073170732,13.609337130000002,11.305094523414633,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2015,88,8.272727272727273,10806.056818181818,13.843892790454545,12.010486588863637,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2016,80,8.2,10700.4,13.641972925,12.45296730275,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2017,77,9.272727272727273,11987.051948051949,13.39703498948052,12.889250873896104,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2018,59,10.0,14148.203389830509,13.325267344915254,14.244312403728813,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
2019,60,9.833333333333334,16150.816666666668,13.366933482333334,13.032403957666666,False,business;games;shopping - education;entertainment;games;shopping - education;games;shopping - entertainment;games;shopping - gambling;games;shopping - games;shopping - games;shopping;sports - 
