year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,1,0.0,5299.0,14.73675892,16.0302975,True,religion
2000,4,10.25,7994.0,12.63809604,10.9697796,True,religion
2001,2,13.5,7373.0,12.285107395,6.5119334,True,religion
2002,4,13.75,7225.0,12.4601816025,6.579718325,True,religion
2003,4,13.75,7122.75,12.38396834,6.64750325,True,religion
2004,2,3.0,5291.0,13.819822195,,True,religion
2005,5,5.2,5656.0,14.399833156,9.942328696,True,religion
2006,6,8.333333333333334,6206.0,14.028741338333333,15.864055305,True,religion
2007,9,6.888888888888889,10940.777777777777,13.113054066666667,12.68228176666667,True,religion
2008,9,10.666666666666666,10216.888888888889,12.68538978888889,12.043779866666668,True,religion
2009,10,8.6,12054.2,12.515087470000001,12.47054932,True,religion
2010,10,8.1,9285.6,12.01875772,10.77280486,True,religion
2011,12,7.5,9978.083333333334,12.847167749999999,11.655223891666665,True,religion
2012,12,8.5,11118.833333333334,12.710300066666669,11.189395233333334,True,religion
2013,10,7.8,10439.4,13.343929890000002,12.193740729999998,True,religion
2014,10,6.7,9404.1,13.43377446,12.290946329999999,True,religion
2015,10,8.6,9992.9,12.560532890000001,11.664913030000001,True,religion
2016,15,7.266666666666667,11540.066666666668,12.701294873333332,12.623033,True,religion
2017,15,6.466666666666667,10517.733333333334,13.213109106666668,12.913126026666667,True,religion
2018,14,8.071428571428571,12732.285714285714,13.457225278571428,12.756707642857142,True,religion
2019,18,6.777777777777778,14490.388888888889,13.777534377777778,12.097574072222223,True,religion
