year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,3,0.0,5601.333333333333,10.71329326,9.28340937,True,games
2000,26,3.3461538461538463,4583.807692307692,11.14174806923077,4.294561030769231,True,games
2001,29,4.620689655172414,4344.620689655172,10.49356378275862,4.864939937931034,True,games
2002,47,5.48936170212766,4374.468085106383,11.245773261702128,4.541414038297873,True,games
2003,71,4.859154929577465,6029.577464788732,11.011598030985917,5.688516922535212,True,games
2004,102,4.4411764705882355,5813.470588235294,11.30963856862745,5.761731844117648,True,games
2005,127,3.031496062992126,5575.181102362205,11.013844622047243,5.478991366929134,True,games
2006,177,3.6666666666666665,5948.785310734464,10.821126762711865,6.090117310734464,True,games
2007,222,3.5135135135135136,5637.346846846847,11.252527572072072,5.761982022522522,True,games
2008,311,3.12540192926045,5529.520900321543,11.515065887459807,5.835127710610933,True,games
2009,346,4.104046242774566,6037.156069364162,11.829320560693642,5.950841667630058,True,games
2010,522,5.727969348659004,7359.806513409962,12.192119756704981,6.841284681992337,True,games
2011,696,4.60632183908046,8208.479885057472,12.401721632183909,7.566923879310345,True,games
2012,878,4.55125284738041,8805.853075170842,12.451233564920274,7.8684093120728935,True,games
2013,982,4.540733197556008,9172.81568228106,12.351437708757638,8.041645074338085,True,games
2014,1065,4.295774647887324,9191.422535211268,12.346114938967135,8.410706516431924,True,games
2015,1150,3.822608695652174,8966.785217391305,12.293732582608694,8.368396309565217,True,games
2016,1249,3.943955164131305,9063.508406725381,12.306159575660528,8.723210296236989,True,games
2017,1201,4.5345545378850955,9383.389675270608,12.36288229808493,8.920854587843463,True,games
2018,977,4.555783009211873,10988.64483111566,12.23115604912999,9.339307264073694,True,games
2019,910,5.334065934065934,13592.11098901099,12.299817758241756,10.262214978021978,True,games
