year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,2,2.0,6415.5,12.74546159,13.92733269,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2001,1,4.0,10992.0,15.81376313,15.60156596,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2002,2,4.0,11167.5,15.423119635,15.688483145,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2003,1,4.0,11240.0,15.43059254,15.68848315,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2006,1,0.0,3570.0,10.02913869,0.0,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2007,2,0.0,3570.0,10.029138685,0.0,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2008,2,0.0,3570.0,10.029138685,0.0,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2009,1,0.0,3603.0,9.737259928,0.0,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2010,1,0.0,3608.0,9.737259928,0.0,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2011,2,0.0,6480.0,11.007499099999999,7.735021215,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2012,4,8.0,11884.0,14.824546905,8.9947812725,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2013,2,16.0,20091.5,16.226644215,18.116584245,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2014,2,16.0,23150.0,16.245414605,18.207576085,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2015,1,10.0,34248.0,15.70138945,16.15616582,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2017,1,0.0,7027.0,17.085079399999998,0.0,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2018,2,0.0,16629.0,18.06043703,18.808828125,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
2019,1,9.0,6688.0,12.3009026,15.02112968,False,business;education;streamingmedia;travel - education;streamingmedia;travel - 
