Categories,year,flesch_kincaid_Mean,smog_Mean,length_Mean,total,flesch_kincaid_Count,flesch_kincaid_Sum,flesch_kincaid_Max,flesch_kincaid_Min,smog_Count,smog_Sum,smog_Max,smog_Min,length_Count,length_Sum,,length_Max,length_Min,ChildCount,Count_Parental,Count_Guardian,Count_Child,Count_Underage,Count_Kid,Count_Young,Count_Youth,Count_Under1,Count_Under_1,Count_Ageof1
games;newsandmedia,2013,13.32148264,15.27912792,8736.428571,7,7,93.2503785,16.75471464,10.09020857,7,106.9538954,17.80541091,13.34837121,7,61155,FALSE,19914,4380,3,0,0,16,0,0,1,0,0,0,6
games;newsandmedia,2014,13.42573891,15.59396291,7601.285714,7,7,93.98017236,16.75471464,10.09020857,7,109.1577404,17.80541091,13.34837121,7,53209,TRUE,12009,4380,3,0,0,12,0,0,1,0,0,0,5
games;newsandmedia,2015,13.62033439,15.69605284,8299.333333,6,6,81.72200631,16.75471464,10.09020857,6,94.17631706,17.80541091,13.34837121,6,49796,FALSE,12029,4380,3,0,0,12,0,0,1,0,0,0,5
games;newsandmedia,2016,12.0441947,14.38310991,8978.8,5,5,60.22097351,16.4931732,7.231671754,5,71.91554957,18.27955013,9.725611199,5,44894,FALSE,11979,5142,3,0,0,12,0,0,2,0,0,0,7
games;newsandmedia,2017,9.101440546,11.74563295,8349.5,4,4,36.40576218,10.97120934,7.231671754,4,46.98253181,13.76565471,9.725611199,4,33398,FALSE,10354,6344,2,0,0,8,0,0,2,0,0,0,6
games;newsandmedia,2018,10.84856479,13.26647954,11555,4,4,43.39425915,11.37994934,10.31718023,4,53.06591818,13.45427322,13.07868587,4,46220,FALSE,15285,7825,2,0,0,8,0,0,2,0,0,0,6
games;newsandmedia,2019,12.1646867,13.65395573,11525,4,4,48.65874681,15.61918772,10.27966041,4,54.61582294,15.42588865,12.28138786,4,46100,FALSE,15339,7814,2,0,0,8,0,0,2,0,0,0,6
games;shopping,2000,15.18106044,16.23940671,10032,1,1,15.18106044,15.18106044,15.18106044,1,16.23940671,16.23940671,16.23940671,1,10032,TRUE,10032,10032,0,0,0,0,0,0,0,0,0,0,0
games;shopping,2001,15.50212917,16.60763045,10250,1,1,15.50212917,15.50212917,15.50212917,1,16.60763045,16.60763045,16.60763045,1,10250,FALSE,10250,10250,0,0,0,0,0,0,0,0,0,0,0
games;shopping,2002,9.530589136,,1909,3,3,28.59176741,10.58195473,9.004906337,0,,,,3,5727,TRUE,3178,1274,1,0,0,2,0,1,0,0,0,0,0
games;shopping,2003,11.01111484,15.11225768,6431.333333,3,3,33.03334453,12.65835446,9.115430983,1,15.11225768,15.11225768,15.11225768,3,19294,FALSE,14767,1485,0,0,0,0,0,0,0,0,0,0,0
games;shopping,2004,12.29854722,14.54380636,7325.625,8,8,98.38837775,14.02600319,8.321287041,4,58.17522546,15.98806761,13.5591,8,58605,FALSE,18150,933,3,0,5,5,0,0,0,0,0,8,4
games;shopping,2005,11.63704347,13.62546303,7471.3,10,10,116.3704347,13.71920913,8.830194903,5,68.12731516,14.31402892,12.85755635,10,74713,FALSE,18150,2922,6,0,6,22,0,4,2,0,0,4,4
games;shopping,2006,11.67995969,13.71529566,6666.357143,14,14,163.5194357,14.66565701,8.830194903,8,109.7223653,16.40432271,13.0238668,14,93329,TRUE,18150,2022,5,0,4,20,0,4,2,0,0,3,2
games;shopping,2007,11.38638979,13.47343,4137.941176,17,15,170.7958469,12.43419118,10.64269819,5,67.36714998,14.41086994,13.0238668,17,70345,TRUE,8485,643,8,2,4,21,0,4,2,0,0,2,4
games;shopping,2008,11.96748652,14.71514013,6600.35,20,18,215.4147574,14.99753395,10.64269819,8,117.721121,17.7311,13.45427322,20,132007,FALSE,29529,643,11,2,9,24,0,4,2,0,0,4,10
games;shopping,2009,11.06481793,13.82404039,3971.294118,17,15,165.9722689,13.36920228,8.958581224,6,82.94424236,14.50688674,13.45427322,17,67512,TRUE,8486,643,8,2,4,20,0,4,2,0,0,2,4
games;shopping,2010,12.14390861,14.4167635,7072.961538,26,24,291.4538067,14.22948872,9.505045752,15,216.2514526,15.38157575,13.45427322,26,183897,FALSE,24158,643,10,1,8,28,0,4,2,0,0,4,7
games;shopping,2011,12.4143467,14.17507426,9866.666667,27,27,335.1873609,15.6616445,9.505045752,22,311.8516337,17.1224134,13.0238668,27,266400,FALSE,24205,932,11,1,7,43,0,5,2,0,0,6,8
games;shopping,2012,13.18062119,14.77513687,11970.10526,38,38,500.8636053,15.90163083,10.64269819,36,531.9049272,17.54364678,13.13320456,38,454864,FALSE,24201,3295,21,4,23,121,0,6,2,0,0,20,20
games;shopping,2013,13.51928554,15.10789203,12302.61364,44,44,594.8485638,17.32605387,9.785358265,40,604.3156812,19.84966198,13.13320456,44,541315,FALSE,36536,2568,22,8,32,133,0,2,2,0,0,42,24
games;shopping,2014,13.61432212,15.27884389,12487.64444,45,45,612.6444954,17.32605387,9.785358265,42,641.7114434,19.84966198,13.13320456,45,561944,FALSE,33500,2723,24,18,43,153,0,2,6,0,0,57,19
games;shopping,2015,14.16132423,15.93926708,12717.54348,46,46,651.4209148,18.23395396,9.785358265,43,685.3884846,19.84966198,13.13320456,46,585007,FALSE,37965,4573,25,20,76,199,0,0,8,0,0,106,20
games;shopping,2016,13.97450214,15.61326775,12095.3913,46,46,642.8270984,17.31393399,8.572627485,42,655.7572454,19.84966198,13.13320456,46,556388,TRUE,25478,1418,25,18,62,192,0,0,6,0,0,99,19
games;shopping,2017,13.5698723,15.22497719,13542.43478,46,46,624.2141256,17.31393399,8.572627485,42,639.4490418,18.7741,12.5161,46,622952,FALSE,31275,1418,26,19,64,201,0,0,6,0,0,118,18
games;shopping,2018,13.51892055,15.09593238,14730.58974,39,38,513.718981,16.92231904,8.499220218,36,543.4535658,19.84966198,10.72225461,39,574493,FALSE,33453,4573,24,8,66,171,0,0,4,0,0,91,63
games;shopping,2019,13.21851449,15.21890088,17913.83333,36,36,475.8665216,16.92231904,8.509880158,31,471.7859272,19.84966198,10.72225461,36,644898,FALSE,34902,3728,26,5,59,151,0,0,7,0,0,79,55
games;shopping;sports,2008,13.46611989,15.86053751,13935,2,2,26.93223979,13.46611989,13.46611989,2,31.72107501,15.86053751,15.86053751,2,27870,TRUE,13935,13935,2,4,0,18,0,2,0,0,0,4,6
games;shopping;sports,2009,13.46611989,15.86053751,13935,1,1,13.46611989,13.46611989,13.46611989,1,15.86053751,15.86053751,15.86053751,1,13935,FALSE,13935,13935,1,2,0,9,0,1,0,0,0,2,3
games;shopping;sports,2011,13.40601023,15.94569857,14331,1,1,13.40601023,13.40601023,13.40601023,1,15.94569857,15.94569857,15.94569857,1,14331,FALSE,14331,14331,1,2,0,9,0,1,0,0,0,2,3
games;shopping;sports,2012,13.40601023,15.94569857,14331,2,2,26.81202045,13.40601023,13.40601023,2,31.89139715,15.94569857,15.94569857,2,28662,FALSE,14331,14331,2,4,0,18,0,2,0,0,0,4,6
games;shopping;sports,2013,13.11320222,15.94569857,10610.66667,3,3,39.33960666,13.40601023,12.52758621,2,31.89139715,15.94569857,15.94569857,3,31832,TRUE,14331,3170,2,4,0,18,0,2,0,0,0,4,6
games;shopping;sports,2014,12.82039421,15.94569857,6890.333333,3,3,38.46118264,13.40601023,12.52758621,1,15.94569857,15.94569857,15.94569857,3,20671,TRUE,14331,3170,1,2,0,9,0,1,0,0,0,2,3
games;shopping;sports,2015,12.96679822,15.94569857,8750.5,4,4,51.86719287,13.40601023,12.52758621,2,31.89139715,15.94569857,15.94569857,4,35002,FALSE,14331,3170,2,4,0,18,0,2,0,0,0,4,6
games;shopping;sports,2016,12.82039421,15.94569857,6890.333333,3,3,38.46118264,13.40601023,12.52758621,1,15.94569857,15.94569857,15.94569857,3,20671,FALSE,14331,3170,1,2,0,9,0,1,0,0,0,2,3
games;shopping;sports,2017,13.40601023,15.94569857,14331,2,2,26.81202045,13.40601023,13.40601023,2,31.89139715,15.94569857,15.94569857,2,28662,FALSE,14331,14331,2,4,0,18,0,2,0,0,0,4,6
games;shopping;sports,2018,13.40601023,15.94569857,14331,2,2,26.81202045,13.40601023,13.40601023,2,31.89139715,15.94569857,15.94569857,2,28662,FALSE,14331,14331,2,4,0,18,0,2,0,0,0,4,6
games;shopping;sports,2019,13.40601023,15.94569857,14331,1,1,13.40601023,13.40601023,13.40601023,1,15.94569857,15.94569857,15.94569857,1,14331,FALSE,14331,14331,1,2,0,9,0,1,0,0,0,2,3
games;socialnetworking,2006,12.56890625,,1976,2,2,25.1378125,12.56890625,12.56890625,0,,,,2,3952,TRUE,1976,1976,2,2,0,0,0,0,0,0,0,0,0
games;socialnetworking,2007,12.56890625,,1976,2,2,25.1378125,12.56890625,12.56890625,0,,,,2,3952,FALSE,1976,1976,2,2,0,0,0,0,0,0,0,0,0
games;socialnetworking,2008,12.51969697,,2253,1,1,12.51969697,12.51969697,12.51969697,0,,,,1,2253,FALSE,2253,2253,1,1,0,0,0,0,0,0,0,0,0
games;socialnetworking,2012,13.11979946,15.06678064,15425,1,1,13.11979946,13.11979946,13.11979946,1,15.06678064,15.06678064,15.06678064,1,15425,FALSE,15425,15425,1,5,0,31,0,1,0,0,1,3,0
games;socialnetworking,2014,13.29230227,15.42588865,19865,1,1,13.29230227,13.29230227,13.29230227,1,15.42588865,15.42588865,15.42588865,1,19865,FALSE,19865,19865,1,1,0,30,0,0,0,0,0,6,0
games;socialnetworking,2015,13.55063263,15.6451,21235,2,2,27.10126525,13.55288655,13.5483787,2,31.2902,15.6451,15.6451,2,42470,FALSE,21241,21229,2,2,0,60,0,0,0,0,0,12,0
games;socialnetworking,2016,14.04213206,15.6451,20232,2,2,28.08426411,14.53588541,13.5483787,2,31.2902,15.6451,15.6451,2,40464,FALSE,21223,19241,2,3,1,44,0,1,0,0,0,8,7
games;socialnetworking,2017,14.9520607,16.3514645,24171,2,2,29.9041214,15.44088257,14.46323883,2,32.70292899,17.27704034,15.42588865,2,48342,FALSE,28530,19812,2,7,4,41,0,2,0,0,0,4,13
games;socialnetworking,2018,12.48385051,14.45898005,47058,1,1,12.48385051,12.48385051,12.48385051,1,14.45898005,14.45898005,14.45898005,1,47058,FALSE,47058,47058,1,5,4,35,0,1,0,0,0,1,10
games;sports,2005,13.31508008,,2228,2,2,26.63016017,13.31508008,13.31508008,0,,,,2,4456,TRUE,2228,2228,0,0,0,0,0,0,0,0,0,0,0
games;sports,2006,13.31508008,,2228,2,2,26.63016017,13.31508008,13.31508008,0,,,,2,4456,FALSE,2228,2228,0,0,0,0,0,0,0,0,0,0,0
games;sports,2007,13.31508008,,2228,2,2,26.63016017,13.31508008,13.31508008,0,,,,2,4456,FALSE,2228,2228,0,0,0,0,0,0,0,0,0,0,0
games;sports,2008,13.48057168,15.86053751,5610.142857,7,7,94.36400179,15.04,12.88080092,2,31.72107501,15.86053751,15.86053751,7,39271,FALSE,13937,815,2,4,0,18,0,2,0,0,0,4,6
games;sports,2009,13.30805943,15.88186326,5200.888889,9,9,119.7725348,15.04,12.64663004,2,31.76372652,15.90318901,15.86053751,9,46808,FALSE,13937,794,2,4,0,18,0,2,0,0,0,4,6
games;sports,2010,13.38229799,15.08176071,7274,12,12,160.5875758,15.04,12.64663004,6,90.49056424,15.90318901,14.45898005,12,87288,FALSE,13937,794,3,4,0,20,0,2,0,0,0,5,6
games;sports,2011,13.09805474,14.60256136,7099.2,15,15,196.4708212,14.81596491,11.46446259,8,116.8204909,15.94569857,13.40145869,15,106488,FALSE,14331,803,2,4,0,18,0,2,0,0,0,4,6
games;sports,2012,13.277928,15.29954429,7398.117647,17,17,225.7247761,16.29491361,12.27773827,8,122.3963543,17.4299955,13.50681897,17,125768,FALSE,16317,803,2,4,0,18,0,2,0,0,0,4,6
games;sports,2013,13.46268745,15.05652732,9248,20,20,269.253749,16.29491361,11.46446259,12,180.6783279,17.4299955,13.40145869,20,184960,FALSE,16230,803,4,8,0,38,0,4,0,0,0,10,12
games;sports,2014,13.02046799,14.55477836,7860.647059,17,17,221.3479559,14.81596491,11.75306513,7,101.8834485,15.94569857,13.24136018,17,133631,FALSE,16508,803,5,6,0,32,0,3,0,0,0,9,9
games;sports,2015,12.86697089,14.61174185,8962.9,20,20,257.3394178,14.81596491,11.38468522,12,175.3409022,15.94569857,13.24136018,20,179258,FALSE,16515,803,6,8,0,42,0,4,0,0,0,12,12
games;sports,2016,12.88255662,14.94944201,8620,24,24,309.1813589,14.81596491,11.38468522,14,209.2921882,16.52667758,13.24136018,24,206880,FALSE,21989,803,10,10,0,53,0,4,1,0,0,14,17
games;sports,2017,13.00885159,15.51074885,9118.521739,23,23,299.2035867,14.81596491,11.6988162,13,201.6397351,17.23854248,14.69652958,23,209726,FALSE,25002,803,12,12,0,64,0,4,2,0,0,18,22
games;sports,2018,13.21031696,15.66363946,9532.875,16,16,211.3650714,14.81596491,11.6988162,8,125.3091157,15.94569857,14.97530281,16,152526,FALSE,22244,803,8,14,0,46,0,4,0,0,0,11,21
games;sports,2019,13.17970198,15.5181167,14804.29412,17,17,224.0549336,14.81596491,11.15718241,14,217.2536338,16.52667758,13.86744224,17,251673,FALSE,37257,803,9,14,0,62,0,4,1,0,0,18,19
games;sports;vehicles,2013,10.27223443,,3210,1,1,10.27223443,10.27223443,10.27223443,0,,,,1,3210,TRUE,3210,3210,0,0,0,0,0,0,0,0,0,0,0
games;sports;vehicles,2014,10.27223443,,3210,2,2,20.54446886,10.27223443,10.27223443,0,,,,2,6420,FALSE,3210,3210,0,0,0,0,0,0,0,0,0,0,0
games;sports;vehicles,2015,10.27223443,,3210,2,2,20.54446886,10.27223443,10.27223443,0,,,,2,6420,FALSE,3210,3210,0,0,0,0,0,0,0,0,0,0,0
games;sports;vehicles,2016,10.27223443,,3210,1,1,10.27223443,10.27223443,10.27223443,0,,,,1,3210,FALSE,3210,3210,0,0,0,0,0,0,0,0,0,0,0
games;streamingmedia,2006,12.74408463,14.69652958,8982,1,1,12.74408463,12.74408463,12.74408463,1,14.69652958,14.69652958,14.69652958,1,8982,FALSE,8982,8982,1,0,0,3,0,0,0,0,0,1,1
games;streamingmedia,2007,12.76165195,14.26529262,12177,2,2,25.52330391,12.83219101,12.6911129,2,28.53058523,14.26529262,14.26529262,2,24354,FALSE,12211,12143,2,0,0,4,0,0,0,0,0,2,2
games;streamingmedia,2008,13.14519451,15.5140388,8439,1,1,13.14519451,13.14519451,13.14519451,1,15.5140388,15.5140388,15.5140388,1,8439,TRUE,8439,8439,1,1,0,1,0,0,0,0,0,4,0
games;streamingmedia,2009,12.85981221,15.29246565,8263,1,1,12.85981221,12.85981221,12.85981221,1,15.29246565,15.29246565,15.29246565,1,8263,TRUE,8263,8263,1,1,0,1,0,0,0,0,0,4,0
games;streamingmedia,2010,12.85981221,15.29246565,8263,1,1,12.85981221,12.85981221,12.85981221,1,15.29246565,15.29246565,15.29246565,1,8263,FALSE,8263,8263,1,1,0,1,0,0,0,0,0,4,0
games;streamingmedia,2011,12.93172494,15.29246565,8501,1,1,12.93172494,12.93172494,12.93172494,1,15.29246565,15.29246565,15.29246565,1,8501,FALSE,8501,8501,1,1,0,1,0,0,0,0,0,4,0
games;streamingmedia,2012,13.35854577,15.11225768,9991,2,2,26.71709155,13.35854577,13.35854577,2,30.22451536,15.11225768,15.11225768,2,19982,FALSE,9991,9991,2,2,0,2,0,0,0,0,0,8,0
games;streamingmedia,2014,13.49429911,14.88311306,11005,1,1,13.49429911,13.49429911,13.49429911,1,14.88311306,14.88311306,14.88311306,1,11005,FALSE,11005,11005,1,0,0,3,0,0,0,0,0,1,0
games;streamingmedia,2015,13.49429911,14.88311306,10997,2,2,26.98859821,13.49429911,13.49429911,2,29.76622612,14.88311306,14.88311306,2,21994,FALSE,10997,10997,2,0,0,6,0,0,0,0,0,2,0
games;streamingmedia,2016,13.49429911,14.88311306,10997,2,2,26.98859821,13.49429911,13.49429911,2,29.76622612,14.88311306,14.88311306,2,21994,FALSE,10997,10997,2,0,0,6,0,0,0,0,0,2,0
games;streamingmedia,2017,13.49429911,14.88311306,10997,1,1,13.49429911,13.49429911,13.49429911,1,14.88311306,14.88311306,14.88311306,1,10997,FALSE,10997,10997,1,0,0,3,0,0,0,0,0,1,0
health,1999,14.58035165,,2130,1,1,14.58035165,14.58035165,14.58035165,0,,,,1,2130,TRUE,2130,2130,1,0,0,1,0,2,0,0,0,0,0
health,2000,13.15270191,15.15879045,5776.636364,11,11,144.6797211,14.21121411,11.48151961,7,106.1115331,16.6881,13.81666965,11,63543,FALSE,13434,1433,3,0,0,5,0,2,0,0,0,0,2
health,2001,13.1627392,14.65910973,4067.625,8,7,92.13917437,14.80260173,12.17536232,3,43.97732918,15.24766489,13.66288365,8,32541,FALSE,8849,1897,3,0,0,5,0,2,0,0,0,0,1
health,2002,12.98195292,13.99348053,5911.083333,12,9,116.8375763,15.61855944,10.66303673,6,83.96088315,14.31402892,13.07868587,12,70933,FALSE,9730,1770,3,0,1,11,0,0,0,0,0,1,2
health,2003,12.94002847,14.16359529,7024.125,16,12,155.2803417,15.61855944,11.07894715,9,127.4723576,15.55787943,13.07868587,16,112386,FALSE,19887,1770,6,1,2,23,0,0,0,0,0,2,4
health,2004,12.86620758,14.34101889,8933,21,17,218.7255289,15.61855944,11.07894715,14,200.7742644,15.6451,12.91330727,21,187593,FALSE,19887,2409,10,3,2,34,0,0,0,0,0,2,8
health,2005,12.6315765,14.37554703,9691.363636,22,18,227.3683771,14.79335423,11.07894715,14,201.2576584,15.24766489,12.85755635,22,213210,FALSE,19887,2409,10,4,2,32,0,0,0,0,0,2,8
health,2006,12.71198741,14.22373898,12106.17857,28,26,330.5116726,15.61855944,10.89424242,20,284.4747797,16.40432271,12.91330727,28,338973,FALSE,47558,2409,17,11,12,64,2,0,1,0,0,3,19
health,2007,12.78128191,14.48012085,11778.91176,34,33,421.7823031,16.08581209,10.89424242,27,390.963263,17.54364678,12.91330727,34,400483,FALSE,51068,2409,20,8,14,76,2,0,3,0,0,4,22
health,2008,13.18239308,14.80052015,11783.4,40,40,527.2957234,26.965281,10.82478788,32,473.6166448,17.19993928,12.4579756,40,471336,FALSE,52528,2979,23,6,17,70,2,0,2,0,0,10,21
health,2009,13.16741492,14.9803704,13561.83333,42,42,553.0314265,26.965281,10.82478788,32,479.3718529,17.35372351,12.4579756,42,569597,FALSE,52528,1511,24,3,22,73,2,0,2,0,0,13,19
health,2010,13.03658726,14.96492394,11619.6383,47,47,612.7196014,22.56722626,10.94774936,33,493.8424899,16.76809479,12.63128222,47,546123,TRUE,54576,1511,27,4,13,70,2,1,3,0,0,18,16
health,2011,13.12764769,14.99861394,12362.18868,53,53,695.7653275,21.48346829,10.71562431,40,599.9445576,17.76830261,12.5161,53,655196,FALSE,57666,1585,25,1,17,71,2,1,4,0,0,23,15
health,2012,13.65626149,14.77573591,13206.16176,68,68,928.6257811,22.67713262,9.197489115,51,753.5625314,18.98132757,6.742157985,68,898019,FALSE,57881,1340,35,4,24,102,1,0,4,0,0,25,20
health,2013,13.8306244,14.41087132,12638.02597,77,77,1064.958079,22.66666667,10.71562431,57,821.4196652,18.80882812,6.742157985,77,973128,FALSE,39840,1585,37,8,24,96,0,0,5,0,0,26,20
health,2014,13.45188436,14.52012196,11192.68675,83,83,1116.506402,22.64101567,7.822074276,56,813.1268295,18.87805463,6.742157985,83,928993,TRUE,39840,1585,42,6,30,112,0,0,5,0,0,30,29
health,2015,13.4959403,15.0429714,10352.72642,106,105,1417.073732,22.64101567,7.822074276,69,1037.965026,18.80882812,10.4301,106,1097389,TRUE,39840,1585,49,6,31,130,0,1,4,0,0,37,37
health,2016,13.90627186,15.28897219,10065.36842,95,93,1293.283283,25.56874084,7.822074276,58,886.760387,18.80882812,10.4301,95,956210,TRUE,38432,1868,47,2,25,137,0,2,3,0,0,40,41
health,2017,13.67828921,15.42300209,10313.08,75,73,998.5151121,22.64101567,8.233715881,46,709.458096,18.80882812,11.00357732,75,773481,FALSE,37703,1865,34,1,23,92,0,0,3,0,0,18,32
health,2018,14.06966403,15.65896824,11580.92727,55,53,745.6921936,22.64101567,8.233715881,34,532.4049201,18.80882812,11.00357732,55,636951,FALSE,38780,1524,29,1,28,94,0,0,0,0,0,13,34
health,2019,13.69369744,15.67893056,13070.16949,59,58,794.2344516,16.28898271,10.92921827,45,705.5518752,18.80882812,13.50681897,59,771140,FALSE,39133,1865,44,5,34,130,1,0,0,0,0,16,50
health;shopping,2000,12.25719737,13.7143939,7491,1,1,12.25719737,12.25719737,12.25719737,1,13.7143939,13.7143939,13.7143939,1,7491,TRUE,7491,7491,0,0,0,0,0,0,0,0,0,0,0
health;shopping,2001,11.45732883,13.12951061,8488.666667,3,3,34.37198648,12.38159543,10.56781834,3,39.38853183,14.83674596,11.4731,3,25466,FALSE,9630,6878,1,0,0,2,0,0,0,0,0,0,0
health;shopping,2002,9.638463096,12.82919607,10472.5,2,2,19.27692619,9.656809395,9.620116797,2,25.65839214,12.91330727,12.74508487,2,20945,FALSE,10631,10314,2,0,0,4,0,0,0,0,0,0,0
health;shopping,2003,11.48705657,13.94507896,9573,3,3,34.46116972,12.38159543,9.697978848,3,41.83523689,14.83674596,12.16174496,3,28719,FALSE,10861,8900,1,0,0,2,0,0,0,0,0,0,0
health;shopping,2004,11.15303875,12.61431585,10365.25,4,4,44.61215498,12.38159543,9.869144055,4,50.4572634,14.83674596,10.27954775,4,41461,FALSE,11914,8900,2,0,0,4,0,0,0,0,0,2,0
health;shopping,2005,11.53525331,13.51246886,9172.375,8,8,92.28202652,12.4737143,9.979820058,8,108.0997509,14.92929796,10.4301,8,73379,TRUE,11747,6979,4,2,2,14,0,2,0,0,0,1,0
health;shopping,2006,11.58865542,13.75668784,7854.7,10,10,115.8865542,12.4737143,8.897190114,8,110.0535028,14.92929796,10.4301,10,78547,TRUE,13184,1791,4,2,2,15,0,2,0,0,0,0,0
health;shopping,2007,11.73806109,14.20786676,9126.571429,7,7,82.1664276,12.4737143,9.829663866,6,85.24720056,14.92929796,12.85755635,7,63886,FALSE,12998,1833,4,2,2,14,0,2,0,0,0,2,0
health;shopping,2008,10.14472524,12.85755635,13214,2,2,20.28945048,10.15476761,10.13468287,2,25.7151127,12.85755635,12.85755635,2,26428,FALSE,13473,12955,2,0,0,4,0,0,0,0,0,2,0
health;shopping,2009,9.975640695,12.0696687,13813,2,2,19.95128139,10.02518531,9.926096077,2,24.13933741,12.2217632,11.91757421,2,27626,FALSE,13846,13780,2,0,0,4,0,0,0,0,0,2,0
health;shopping,2010,11.24523149,13.44945153,10833,3,3,33.73569448,12.39557475,10.67005987,3,40.34835458,14.41086994,12.96874232,3,32499,TRUE,11801,8901,2,0,0,6,0,0,0,0,0,0,0
health;shopping,2011,11.6767003,13.60413272,10248.5,4,4,46.70680118,12.9711067,10.67005987,4,54.41653087,14.41086994,12.96874232,4,40994,TRUE,11820,8482,3,0,0,12,0,0,0,0,0,0,2
health;shopping,2012,11.87864284,13.87899121,8567.25,8,8,95.02914274,12.9711067,10.67005987,8,111.0319297,14.41086994,12.96874232,8,68538,TRUE,11772,5114,4,0,0,18,0,0,0,0,0,0,4
health;shopping,2013,12.05687241,14.17288235,9321.5,10,10,120.5687241,14.3559796,7.635624779,10,141.7288235,15.77480295,11.85546408,10,93215,FALSE,13162,7168,8,1,2,34,0,0,0,0,0,6,5
health;shopping,2014,11.20266961,13.61612079,8033.363636,11,11,123.2293657,14.3559796,7.635624779,11,149.7773287,15.6451,11.79290869,11,88367,TRUE,11772,5114,8,0,4,32,0,0,0,0,0,8,4
health;shopping,2015,11.59176597,13.71636391,8211.428571,14,14,162.2847236,14.69062963,7.841179718,11,150.880003,15.90318901,11.79290869,14,114960,FALSE,18691,1800,9,0,4,36,0,0,0,0,0,9,5
health;shopping,2016,11.67716932,13.96520782,8158.1875,16,16,186.8347092,14.69062963,7.841179718,15,209.4781173,15.94569857,11.79290869,16,130531,FALSE,10713,1800,9,1,7,39,0,1,0,0,0,6,6
health;shopping,2017,12.13070629,14.05396809,8140.6,10,10,121.3070629,13.65722906,10.16041113,10,140.5396809,15.94569857,12.91330727,10,81406,TRUE,10713,4867,5,0,2,23,0,0,0,0,0,0,6
health;shopping,2018,11.72369816,13.91553048,9022.4,5,5,58.61849078,12.47233994,10.80184149,5,69.5776524,14.92929796,12.91330727,5,45112,FALSE,10713,7116,3,1,1,11,0,1,0,0,0,0,0
health;shopping,2019,11.41312265,13.47868786,8101.8,5,5,57.06561323,12.27123393,10.80184149,5,67.3934393,14.41086994,12.74508487,5,40509,TRUE,10713,4851,2,0,0,6,0,0,0,0,0,0,0
illegalcontent,2005,9.222073733,,1581,1,1,9.222073733,9.222073733,9.222073733,0,,,,1,1581,TRUE,1581,1581,0,0,0,0,0,0,0,0,0,0,0
illegalcontent,2006,11.88556527,,2371.75,4,4,47.54226107,13.65493167,10.28177011,0,,,,4,9487,FALSE,4081,1680,0,0,0,0,0,0,0,0,0,0,0
illegalcontent,2007,11.98949914,,2445.625,8,8,95.91599309,15.16514092,9.143285106,0,,,,8,19565,FALSE,3900,1297,0,0,0,0,0,0,0,0,0,0,0
illegalcontent,2008,12.34151804,16.56721497,2633.105263,19,19,234.4888428,15.16514092,9.755461538,1,16.56721497,16.56721497,16.56721497,19,50029,FALSE,5757,1297,2,0,0,6,0,0,0,0,0,2,2
illegalcontent,2009,11.93916541,16.55370251,2814.769231,26,26,310.4183008,14.62910303,9.755461538,3,49.66110752,16.56721497,16.52667758,26,73184,FALSE,9449,1297,4,0,0,10,0,0,1,0,0,5,4
