year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,2,0.0,3187.5,10.57733752,6.882827355,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2001,1,0.0,2976.0,10.310081,0.0,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2002,2,0.0,4325.0,11.073512885,7.034088145,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2003,2,0.0,5673.5,11.83694477,14.068176285,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2004,2,0.0,5658.0,11.772893135,14.117786865,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2005,2,5.0,7188.0,12.85444171,14.506886735,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2006,2,5.0,7507.0,12.840787625,14.64854062,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2007,2,5.5,10856.5,13.77188703,15.858443795,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2008,3,4.0,12413.333333333334,14.051042186666669,16.321881283333333,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2009,2,3.0,11655.0,13.718243015,16.019475385,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2011,2,0.0,6695.0,12.64045103,15.688483145,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2012,2,0.0,9399.5,12.662786675,15.400370415000001,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2013,2,0.0,6604.5,12.64045103,15.688483145,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2014,1,0.0,6521.0,12.64045103,15.68848315,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2015,1,0.0,6521.0,12.64045103,15.68848315,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2016,1,0.0,6684.0,12.62814662,15.68848315,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2018,1,0.0,30960.0,12.86722253,15.20269789,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
2019,2,0.0,36815.5,13.74647561,15.73142132,False,business;searchenginesandportals;shopping - searchenginesandportals;shopping - 
