year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2007,4057,1.8821789499630268,6264.339413359626,12.256898308353465,8.004470672802563,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2008,4755,1.8540483701366983,6227.76698212408,12.270620727226918,7.748564363596213,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2009,4887,1.887047268262738,6207.516472273378,12.298894368626973,7.476722167796194,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2010,6910,1.849204052098408,6098.975397973951,12.266499846862517,7.406972668503615,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2011,9290,1.7481162540365984,6467.679978471475,12.335348244808394,7.994182164006457,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2012,11501,1.795843839666116,6641.129206155986,12.36296155754456,7.990678087145465,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2013,13109,1.8673430467617667,6747.145853993439,12.391617830210544,8.006111744734152,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2014,14077,1.9681039994316971,6971.174966257015,12.462368239930383,8.15124399060098,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2015,15126,2.036361232315219,7173.634536559566,12.477462848651987,8.341047902493722,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2016,15535,2.2702285162536207,8086.8223366591565,12.489752563996783,8.523743721497906,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2017,13684,2.5027038877521193,8946.186787489038,12.557811307933354,8.82185584918372,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2018,11632,3.0557083906464926,11539.894085281981,12.60982992815681,10.17552264135574,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
2019,12472,3.2563341885824246,13061.007376523412,12.677729786739095,10.96688186775737,False,adult;business;informationtech - adult;entertainment;informationtech - adult;informationtech - adult;informationtech;newsandmedia - adult;informationtech;streamingmedia - advertising;business;informationtech - advertising;informationtech - blogsandpersonal;business;informationtech - blogsandpersonal;education;informationtech - blogsandpersonal;informationtech - business;chatandmessaging;informationtech - business;economyandfinance;informationtech - business;education;informationtech - business;entertainment;informationtech - business;games;informationtech - business;hacking;informationtech - business;informationtech - business;informationtech;jobrelated - business;informationtech;mediasharing - business;informationtech;messageboardsandforums - business;informationtech;newsandmedia - business;informationtech;parked - business;informationtech;proxyandfilteravoidance - business;informationtech;searchenginesandportals - business;informationtech;shopping - business;informationtech;socialnetworking - business;informationtech;streamingmedia - business;informationtech;travel - chatandmessaging;informationtech - contentserver;informationtech - deceptive;informationtech - economyandfinance;education;informationtech - economyandfinance;informationtech - education;entertainment;informationtech - education;gambling;informationtech - education;games;informationtech - education;health;informationtech - education;informationtech - education;informationtech;jobrelated - education;informationtech;mediasharing - education;informationtech;messageboardsandforums - education;informationtech;newsandmedia - education;informationtech;searchenginesandportals - education;informationtech;shopping - education;informationtech;streamingmedia - education;informationtech;travel - entertainment;games;informationtech - entertainment;illegalcontent;informationtech - entertainment;informationtech - entertainment;informationtech;mediasharing - entertainment;informationtech;messageboardsandforums - entertainment;informationtech;newsandmedia - entertainment;informationtech;shopping - entertainment;informationtech;streamingmedia - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - informationtech - informationtech;jobrelated - informationtech;mediasharing - informationtech;messageboardsandforums - informationtech;newsandmedia - informationtech;newsandmedia;shopping - informationtech;proxyandfilteravoidance - informationtech;searchenginesandportals - informationtech;shopping - informationtech;sports - informationtech;streamingmedia - informationtech;travel - informationtech;weapons - 
