year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2011,1,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
2012,2,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
2013,2,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
2014,2,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
2015,2,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
2016,2,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
2017,1,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
2019,1,4.0,4301.0,11.44271215,13.714393900000001,True,blogsandpersonal;entertainment;religion
