year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2005,1,0.0,1581.0,9.222073733,,True,illegalcontent
2006,4,0.0,2371.75,11.88556527,,True,illegalcontent
2007,8,0.0,2445.625,11.98949914,,True,illegalcontent
2008,19,0.631578947368421,2633.105263,12.34151804,16.56721497,True,illegalcontent
2009,26,0.9230769230769231,2814.7692309999998,11.93916541,16.55370251,True,illegalcontent
2010,29,0.896551724137931,2816.448276,11.84973046,15.46154009,True,illegalcontent
2011,44,2.5681818181818183,3907.25,11.95868381,14.72373512,True,illegalcontent
2012,51,0.7843137254901961,3178.960784,11.80805543,15.02399885,True,illegalcontent
2013,53,1.0,2830.528302,11.91827513,14.20035844,True,illegalcontent
2014,69,1.3768115942028984,2839.1159420000004,12.31531948,14.74486923,True,illegalcontent
2015,76,1.4210526315789473,2718.355263,12.11206838,14.49114486,True,illegalcontent
2016,92,1.1304347826086956,2554.0652170000003,12.11730795,14.67414241,True,illegalcontent
2017,85,1.3529411764705883,2427.952941,12.37685868,15.70271885,True,illegalcontent
2018,67,1.4179104477611941,2347.9701489999998,12.30647818,16.13859832,True,illegalcontent
2019,54,1.8518518518518519,3144.1851850000003,12.63352778,15.92080485,True,illegalcontent
