year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1997,1,3.0,13753.0,10.47131154,14.7901945,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
1999,1,0.0,1936.0,14.43405668,0.0,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2000,8,2.0,5087.125,12.27671027875,7.2323396975000005,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2001,12,2.0833333333333335,5542.583333333333,12.248149425833333,8.474579205833333,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2002,22,2.4545454545454546,6009.454545454545,11.829683223181819,7.773177413636362,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2003,22,2.5454545454545454,8052.090909090909,12.356452139545455,11.161741643636363,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2004,28,2.142857142857143,8536.142857142857,12.344641880714287,11.953653691071427,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2005,32,2.4375,9803.75,12.264602306875,11.802983771874999,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2006,57,1.0,8625.421052631578,12.118482881578949,9.907685918070175,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2007,55,0.8909090909090909,8639.309090909092,11.995564268909092,10.012809987454547,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2008,56,0.8214285714285714,8139.696428571428,12.207816099642857,7.930918161428571,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2009,76,0.7368421052631579,7264.631578947368,12.180601393947368,7.173202131578948,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
2010,111,0.918918918918919,5941.036036036036,12.258123472432434,5.8368778054954955,False,adult;informationtech;newsandmedia - business;informationtech;newsandmedia - education;informationtech;newsandmedia - entertainment;informationtech;newsandmedia - games;informationtech;newsandmedia - informationtech;newsandmedia - informationtech;newsandmedia;shopping - 
