year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,3,0.0,3093.6666666666665,10.828030463333334,4.867366666666666,False,business;informationtech;parked - business;parked - parked - 
2000,30,7.466666666666667,7819.7,10.942346613333333,9.949739456666666,False,business;informationtech;parked - business;parked - parked - 
2001,85,4.2,5663.788235294118,11.063636636470589,7.674537864705882,False,business;informationtech;parked - business;parked - parked - 
2002,124,2.379032258064516,5317.443548387097,10.812667443548387,7.116279327419355,False,business;informationtech;parked - business;parked - parked - 
2003,179,2.5977653631284916,5773.849162011174,11.113598469273745,6.896974368715083,False,business;informationtech;parked - business;parked - parked - 
2004,274,2.77007299270073,5416.565693430657,11.54134353649635,5.9791619233576645,False,business;informationtech;parked - business;parked - parked - 
2005,343,2.139941690962099,5406.276967930029,11.703496632653062,6.090250603498543,False,business;informationtech;parked - business;parked - parked - 
2006,525,2.388571428571429,5529.466666666666,12.120697356190476,7.023608441904762,False,business;informationtech;parked - business;parked - parked - 
2007,757,2.984147952443857,6268.759577278732,12.379969749009247,8.145275141347424,False,business;informationtech;parked - business;parked - parked - 
2008,1174,2.770017035775128,6068.8390119250425,12.458444916908006,7.6029043535604774,False,business;informationtech;parked - business;parked - parked - 
2009,1398,2.4420600858369097,5995.627324749642,12.503175922210302,7.334317615429185,False,business;informationtech;parked - business;parked - parked - 
2010,2160,2.349074074074074,5916.239351851852,12.537245354226853,7.169890306828704,False,business;informationtech;parked - business;parked - parked - 
2011,3037,2.098452420151465,6387.633849193283,12.582004072749426,7.994884059927561,False,business;informationtech;parked - business;parked - parked - 
2012,3449,2.0852420991591765,6234.956219193969,12.586796778776456,7.549833879385329,False,business;informationtech;parked - business;parked - parked - 
2013,3480,2.1816091954022987,6142.65,12.567281275862069,7.328825683908046,False,business;informationtech;parked - business;parked - parked - 
2014,3287,2.0328567082446,6121.301490721022,12.550672941892303,7.255623891086097,False,business;informationtech;parked - business;parked - parked - 
2015,3090,1.9601941747572815,5861.911650485436,12.682701047077671,6.967807698925566,False,business;informationtech;parked - business;parked - parked - 
2016,2580,1.5395348837209302,5890.67015503876,12.802194114988373,6.725920356569766,False,business;informationtech;parked - business;parked - parked - 
2017,2085,0.30599520383693046,4447.305995203837,13.22485146521343,3.1392599670359713,False,business;informationtech;parked - business;parked - parked - 
2018,848,0.9893867924528302,9623.344339622641,13.041996698113207,12.65564195754717,False,business;informationtech;parked - business;parked - parked - 
2019,286,2.7797202797202796,12815.416083916083,14.28123604465035,11.079904108391608,False,business;informationtech;parked - business;parked - parked - 
