year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1998,11,4.090909090909091,3369.181818181818,12.384564372727272,5.080968657272727,True,shopping
1999,40,2.375,4014.675,10.8110170675,4.7340847775,True,shopping
2000,209,2.3636363636363638,4888.062200956938,10.895219382775121,5.932957933014354,True,shopping
2001,347,2.4985590778097984,4953.602305475504,11.359012492795388,6.487392328530259,True,shopping
2002,537,2.549348230912477,5668.813780260708,11.523160547486034,6.883601977653631,True,shopping
2003,734,2.457765667574932,6078.519073569482,11.584025997275203,7.356370343324251,True,shopping
2004,924,2.3885281385281387,6135.82683982684,11.630634318181817,7.6245861893939395,True,shopping
2005,1122,2.463458110516934,6438.72192513369,11.737973957219252,8.1910112486631,True,shopping
2006,1590,2.7666666666666666,6766.603144654088,11.786095484276728,8.596514226415094,True,shopping
2007,1937,2.864223025296851,7109.163655136809,12.02501405265875,8.976544341765617,True,shopping
2008,2241,3.043730477465417,7207.337795626952,11.917274074074074,8.895714689870593,True,shopping
2009,2295,2.98562091503268,7318.450980392156,11.934044270152505,8.979535028322442,True,shopping
2010,2890,2.9093425605536334,7435.150865051904,12.085477775086504,9.153958719723184,True,shopping
2011,3798,2.9681411269088995,7925.210110584519,12.12324407846235,9.565668372827803,True,shopping
2012,4798,3.02334305960817,8254.81638182576,12.18521572530221,9.888030989995832,True,shopping
2013,5484,2.8318745441283735,8618.995076586434,12.286327850109409,10.044599232312182,True,shopping
2014,5997,2.933633483408371,9237.71835917959,12.335159969984993,10.435371038852761,True,shopping
2015,6592,2.890018203883495,9568.707220873786,12.414528258495146,10.716091932645632,True,shopping
2016,6588,2.926381299332119,9928.938828172435,12.517581782027928,10.916827639647845,True,shopping
2017,5439,3.237727523441809,10912.23717595146,12.637702351535209,11.2138585144328,True,shopping
2018,3646,3.711464618760285,13320.68842567197,12.840710523861766,11.827852172243555,True,shopping
2019,4036,3.9653121902874133,14329.100594648167,12.891764112983152,12.306590805252725,True,shopping
