year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2005,1,0.0,1581.0,9.222073733,,True,illegalcontent
2006,4,0.0,2371.75,11.8855652675,,True,illegalcontent
2007,8,0.0,2445.625,11.98949913625,,True,illegalcontent
2008,19,0.631578947368421,2633.1052631578946,12.341518042105266,0.8719586826315788,True,illegalcontent
2009,26,0.9230769230769231,2814.769230769231,11.939165415384615,1.910042596923077,True,illegalcontent
2010,29,0.896551724137931,2816.448275862069,11.849730462068964,2.1326262193103447,True,illegalcontent
2011,44,2.5681818181818183,3907.25,11.686895545454545,5.354085497727272,True,illegalcontent
2012,51,0.7843137254901961,3178.9607843137255,11.344994433333333,2.6512939137254903,True,illegalcontent
2013,53,1.0,2830.5283018867926,11.24365578301887,2.6793129132075473,True,illegalcontent
2014,69,1.3768115942028984,2839.1159420289855,11.60138791594203,2.77801884057971,True,illegalcontent
2015,76,1.4210526315789473,2718.3552631578946,11.474591093421052,2.4787484631578947,True,illegalcontent
2016,92,1.1304347826086956,2554.0652173913045,11.722178347826086,2.552024766304348,True,illegalcontent
2017,85,1.3529411764705883,2427.9529411764706,12.231248588235294,1.6626408188235293,True,illegalcontent
2018,67,1.4179104477611941,2347.9701492537315,12.306478182089553,1.2043730086567164,True,illegalcontent
2019,54,1.8518518518518519,3144.185185185185,12.63352777962963,2.653467475925926,True,illegalcontent
