year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,0.0,988.0,10.142790699999999,,True,mediasharing
2001,3,0.0,2717.3333333333335,10.646800403333334,,True,mediasharing
2002,9,0.0,3802.1111111111113,12.453242833333332,6.955518007777778,True,mediasharing
2003,10,0.2,4047.9,11.95811625,6.4334284969999995,True,mediasharing
2004,10,0.7,4899.6,11.494502040000002,6.064199561000001,True,mediasharing
2005,13,0.6153846153846154,4780.076923076923,11.829798438461536,6.086053023846153,True,mediasharing
2006,20,1.4,5475.05,11.458064085,5.87399882,True,mediasharing
2007,18,1.0,5277.555555555556,11.22443845,4.181798616111111,True,mediasharing
2008,23,1.3478260869565217,4788.391304347826,10.56990641304348,5.3611560478260865,True,mediasharing
2009,27,0.9629629629629629,3977.4074074074074,11.696878044444443,4.571804318518518,True,mediasharing
2010,49,1.816326530612245,5197.408163265306,12.659389857142857,5.125723804081632,True,mediasharing
2011,63,1.4761904761904763,5774.174603174603,12.844586361904762,6.709147774603175,True,mediasharing
2012,70,1.6,5768.3,12.766076462857143,6.625567884285713,True,mediasharing
2013,90,1.6444444444444444,6121.6,12.731359755555554,6.169750207777779,True,mediasharing
2014,90,1.7,6122.622222222222,13.010986544444444,5.778139068888888,True,mediasharing
2015,116,1.646551724137931,6114.681034482759,12.861038094827585,5.890526356896552,True,mediasharing
2016,127,1.5433070866141732,5264.299212598426,12.785777527559055,5.942269632283464,True,mediasharing
2017,140,1.9071428571428573,4840.107142857143,12.650250442857145,5.957827767142858,True,mediasharing
2018,124,1.9112903225806452,5334.629032258064,12.378333806451613,7.283644615322579,True,mediasharing
2019,115,2.1913043478260867,7478.504347826087,12.397189104347826,9.338268182608697,True,mediasharing
