year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,3,7.666666666666667,8416.0,10.92622018,13.63860866,True,chatandmessaging
2001,2,3.0,6191.5,9.316312361,11.83305943,True,chatandmessaging
2002,7,12.142857142857142,17780.0,12.24949989,13.60971786,True,chatandmessaging
2003,4,2.75,6842.5,11.23498386,13.10044501,True,chatandmessaging
2004,7,6.857142857142857,9207.0,11.63418598,13.31886578,True,chatandmessaging
2005,6,7.333333333333333,9126.333333,11.33873669,13.08576122,True,chatandmessaging
2006,6,7.666666666666667,10268.33333,12.77595865,14.25270773,True,chatandmessaging
2007,7,4.571428571428571,7708.714286,11.20415533,13.20448241,True,chatandmessaging
2008,10,7.7,8817.0,10.95454555,13.18312082,True,chatandmessaging
2009,11,7.636363636363637,9979.0,10.91510408,13.15409904,True,chatandmessaging
2010,9,7.555555555555555,8261.111111,10.82923083,13.11483851,True,chatandmessaging
2011,14,5.571428571428571,10495.42857,11.69176303,14.01457668,True,chatandmessaging
2012,10,3.4,17084.5,11.59587582,13.73629236,True,chatandmessaging
2013,9,6.333333333333333,13101.77778,12.20166746,14.41094508,True,chatandmessaging
2014,13,3.5384615384615383,12935.0,12.29812213,14.49030921,True,chatandmessaging
2015,19,4.157894736842105,14241.263159999999,12.62569299,14.66823339,True,chatandmessaging
2016,18,3.5555555555555554,9532.611111,12.31019218,14.34141616,True,chatandmessaging
2017,19,3.0526315789473686,6653.315789,12.23965012,15.01689436,True,chatandmessaging
2018,11,4.090909090909091,13852.27273,13.23271772,15.25826051,True,chatandmessaging
2019,13,6.0,30619.615380000003,13.41696158,15.43673808,True,chatandmessaging
