year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,1,0.0,2405.0,11.55144225,0.0,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2000,6,0.0,2417.1666666666665,12.779376566666668,0.0,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2001,17,1.4705882352941178,3643.823529411765,11.112188662647059,3.959252388823529,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2002,19,0.631578947368421,3198.6315789473683,10.828458665421053,2.139617913684211,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2003,21,0.09523809523809523,3085.285714285714,11.030527684285714,4.8171553071428574,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2004,39,1.6153846153846154,4619.307692307692,11.230786777384616,6.315518590000001,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2005,50,4.02,5516.74,11.009820857199998,5.6350455788,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2006,76,3.960526315789474,4958.131578947368,11.255686398421053,5.806098179210526,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2007,90,3.0,5411.388888888889,12.026682532666667,6.674330181777778,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2008,120,2.8833333333333333,5885.966666666666,11.399938257166667,6.428661987583333,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
