year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2009,147,2.183673469387755,5415.3877551020405,11.870535630408163,6.027275399727892,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2010,294,1.9081632653061225,4919.578231292517,12.022989522755102,4.739179615816326,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2011,393,1.910941475826972,5149.694656488549,11.909588947557252,5.4355399015776085,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2012,430,1.8395348837209302,5257.311627906976,12.040227568813954,5.690913395186045,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2013,504,1.7182539682539681,5480.789682539683,12.104628160575396,6.219242817440477,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2014,536,1.8246268656716418,5595.526119402985,12.287948172425372,6.18493581052239,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2015,593,1.7419898819561552,5538.558178752108,12.298826492849916,6.544855367217539,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2016,627,1.8819776714513556,5883.803827751196,12.292009016028706,7.1632203115789475,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2017,516,1.8585271317829457,5941.738372093023,12.382071294089148,6.781763130310078,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2018,372,2.0403225806451615,7516.456989247312,12.377221608064515,7.646667097822582,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
2019,321,2.264797507788162,8596.965732087227,12.196121118753892,8.859972728629282,False,adult;blogsandpersonal - adult;blogsandpersonal;entertainment - alcoholandtobacco;blogsandpersonal;entertainment - blogsandpersonal - blogsandpersonal;business - blogsandpersonal;business;economyandfinance - blogsandpersonal;business;education - blogsandpersonal;business;education;entertainment - blogsandpersonal;business;entertainment - blogsandpersonal;business;foodandrecipes - blogsandpersonal;business;informationtech - blogsandpersonal;business;newsandmedia - blogsandpersonal;business;shopping - blogsandpersonal;business;socialnetworking - blogsandpersonal;chatandmessaging - blogsandpersonal;drugs - blogsandpersonal;economyandfinance - blogsandpersonal;education - blogsandpersonal;education;entertainment - blogsandpersonal;education;foodandrecipes - blogsandpersonal;education;health - blogsandpersonal;education;informationtech - blogsandpersonal;education;messageboardsandforums - blogsandpersonal;education;newsandmedia - blogsandpersonal;education;religion - blogsandpersonal;entertainment - blogsandpersonal;entertainment;games - blogsandpersonal;entertainment;newsandmedia - blogsandpersonal;entertainment;religion - blogsandpersonal;entertainment;shopping - blogsandpersonal;foodandrecipes - blogsandpersonal;health - blogsandpersonal;informationtech - blogsandpersonal;messageboardsandforums - blogsandpersonal;newsandmedia - blogsandpersonal;religion - blogsandpersonal;socialnetworking - 
