year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1998,1,7.0,4585.0,12.800703599999999,14.55459255,True,travel
1999,6,6.833333333333333,8777.166667,11.78180248,14.25923796,True,travel
2000,25,0.64,4501.0,12.29585706,14.52224696,True,travel
2001,55,1.8727272727272728,5989.290909,12.49079258,14.57374001,True,travel
2002,67,1.164179104477612,5705.119403,11.98905295,14.48491019,True,travel
2003,87,1.1264367816091954,6622.034482999999,12.27252634,14.67248502,True,travel
2004,114,1.3508771929824561,7229.412281,12.67493531,14.90258958,True,travel
2005,155,1.5483870967741935,7156.870968000001,12.70581645,14.99299269,True,travel
2006,210,1.1428571428571428,7507.923809999999,12.59715606,14.73664484,True,travel
2007,245,1.1346938775510205,7546.1224489999995,12.73506702,15.00803886,True,travel
2008,273,1.1135531135531136,8051.5714290000005,12.79650331,15.14158666,True,travel
2009,278,1.4496402877697843,8641.669065,12.79950651,15.0727011,True,travel
2010,322,1.608695652173913,9300.68323,12.97725721,15.10480806,True,travel
2011,389,1.8766066838046271,9777.874036,12.93048294,15.26117704,True,travel
2012,473,1.6997885835095137,9773.454545,12.96996064,15.21807916,True,travel
2013,512,2.07421875,10506.49023,12.97036538,15.15389755,True,travel
2014,545,1.9376146788990827,10435.48991,12.98538458,15.12710275,True,travel
2015,547,1.8738574040219378,10531.99817,13.05081899,15.12498624,True,travel
2016,522,2.0191570881226055,11060.302679999999,13.09950562,15.24094133,True,travel
2017,473,2.5961945031712474,12700.26427,13.36801817,15.43338378,True,travel
2018,343,2.947521865889213,16749.57434,13.21184875,15.26382239,True,travel
2019,376,2.742021276595745,17902.10372,13.19166061,15.17909747,True,travel
