year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,3,2.6666666666666665,6517.666666666667,12.790760579999999,9.684721433333332,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2001,4,3.5,4814.5,12.05408905,4.007574375,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2002,4,1.5,2304.75,10.74290191,0.0,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2003,4,1.5,2218.75,10.5070863575,0.0,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2004,6,2.3333333333333335,6859.833333333333,11.661414481666668,7.2449527,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2005,2,3.0,2232.0,10.26214349,0.0,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2006,6,1.0,5390.5,11.256133401666666,7.351041668333333,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2007,13,1.2307692307692308,8350.307692307691,12.678294216923076,10.688270674615385,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2008,19,1.105263157894737,8518.052631578947,12.358552960526316,8.724305577894736,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2009,26,1.0,8875.653846153846,12.873901645,8.857861576923078,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2010,26,2.0,10119.961538461539,13.765626026923078,11.998800657692309,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2011,31,1.6774193548387097,8095.354838709677,12.693345897741935,8.992357048387097,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2012,31,2.3225806451612905,6967.290322580645,12.674291754193549,7.86130845483871,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2013,41,2.926829268292683,9770.341463414634,12.69487348609756,8.930433809756098,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2014,39,3.3076923076923075,13374.358974358975,13.094252341794872,9.96469550076923,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2015,33,2.606060606060606,10150.757575757576,12.689861943939395,9.745621628181818,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2016,44,5.590909090909091,24797.43181818182,12.595270834318182,11.018262485227273,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2017,41,6.536585365853658,32668.975609756097,12.81030331219512,11.917559734878047,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2018,33,6.545454545454546,31770.030303030304,12.821601967272729,12.59395731969697,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
2019,26,5.8076923076923075,32243.26923076923,12.539800524615384,13.169363999230768,False,adult;business;chatandmessaging - business;chatandmessaging - business;chatandmessaging;informationtech - business;chatandmessaging;streamingmedia - 
