year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2005,1,7.0,21346.0,14.06444715,16.36328637,True,blogsandpersonal;chatandmessaging
2006,2,0.0,3146.0,11.925959599999999,,True,blogsandpersonal;chatandmessaging
2007,1,0.0,3154.0,11.98555556,,True,blogsandpersonal;chatandmessaging
2010,1,30.0,12480.0,14.28470941,15.02112968,True,blogsandpersonal;chatandmessaging
2011,1,30.0,12480.0,14.28470941,15.02112968,True,blogsandpersonal;chatandmessaging
2012,1,30.0,13321.0,14.56251713,15.42588865,True,blogsandpersonal;chatandmessaging
2013,1,22.0,19279.0,14.09422327,14.88311306,True,blogsandpersonal;chatandmessaging
2014,1,22.0,19279.0,14.09422327,14.88311306,True,blogsandpersonal;chatandmessaging
2016,2,22.0,19354.0,14.23137232,15.24766489,True,blogsandpersonal;chatandmessaging
2017,2,22.0,19354.0,14.23137232,15.24766489,True,blogsandpersonal;chatandmessaging
2018,2,22.0,19354.0,14.23137232,15.24766489,True,blogsandpersonal;chatandmessaging
2019,2,22.0,19354.0,14.23137232,15.24766489,True,blogsandpersonal;chatandmessaging
