year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,7,4.285714285714286,2461.0,9.384751407142858,0.0,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2001,12,5.0,3156.8333333333335,10.945188647500002,2.5856731324999997,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2002,21,2.857142857142857,3244.3333333333335,11.091586447142857,4.161839791428571,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2003,29,2.1379310344827585,3198.1724137931033,11.03745158551724,3.599342186551724,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2004,37,2.189189189189189,3478.675675675676,11.12163720891892,3.447130384594595,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2005,43,2.372093023255814,4389.930232558139,11.912989639302326,5.369850313023256,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2006,82,2.1463414634146343,5312.085365853659,11.982365907560975,5.835395302439024,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2007,105,1.6952380952380952,5755.72380952381,12.294397986,6.684881230476189,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2008,131,1.5801526717557253,5054.160305343511,11.870342637938931,5.92017283221374,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
2009,142,1.7394366197183098,5135.838028169014,12.03375566556338,6.047757066901409,False,adult;entertainment;mediasharing - adult;mediasharing - adult;mediasharing;socialnetworking - business;education;mediasharing - business;entertainment;mediasharing - business;health;mediasharing - business;informationtech;mediasharing - business;mediasharing - business;mediasharing;shopping - business;mediasharing;socialnetworking - chatandmessaging;mediasharing - education;entertainment;mediasharing - education;games;mediasharing - education;informationtech;mediasharing - education;mediasharing - entertainment;games;mediasharing - entertainment;illegalcontent;mediasharing - entertainment;informationtech;mediasharing - entertainment;mediasharing - entertainment;mediasharing;sports - entertainment;mediasharing;streamingmedia - games;informationtech;mediasharing - games;mediasharing - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - informationtech;mediasharing - mediasharing - mediasharing;newsandmedia - mediasharing;religion - mediasharing;shopping - mediasharing;socialnetworking - mediasharing;streamingmedia - 
