year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,0.0,3883.0,10.85510204,,True,business;education;searchenginesandportals
2001,1,0.0,8070.0,11.86770115,13.5591,True,business;education;searchenginesandportals
2002,1,0.0,11418.0,12.36594185,13.714393900000001,True,business;education;searchenginesandportals
2003,2,0.0,11418.0,12.36594185,13.714393900000001,True,business;education;searchenginesandportals
2005,1,0.0,8070.0,11.86770115,13.5591,True,business;education;searchenginesandportals
2006,2,0.0,13776.5,10.69210482,13.70989919,True,business;education;searchenginesandportals
2007,3,0.0,15940.0,11.1896003,14.15319302,True,business;education;searchenginesandportals
2008,5,1.2,14432.0,12.01151974,14.55666415,True,business;education;searchenginesandportals
2009,3,2.0,12942.66667,12.1302095,14.17020133,True,business;education;searchenginesandportals
2010,4,2.5,12746.75,12.13532176,14.11971949,True,business;education;searchenginesandportals
2011,7,2.2857142857142856,11937.0,12.8767431,14.29163451,True,business;education;searchenginesandportals
2012,7,2.7142857142857144,12277.57143,12.34711577,13.84838335,True,business;education;searchenginesandportals
2013,9,2.6666666666666665,11737.77778,12.38848041,13.87978234,True,business;education;searchenginesandportals
2014,7,2.5714285714285716,12178.14286,12.15748858,13.78193266,True,business;education;searchenginesandportals
2015,6,2.1666666666666665,13570.833330000001,11.82707684,13.48495032,True,business;education;searchenginesandportals
2016,7,2.857142857142857,12188.57143,12.33505624,14.0919289,True,business;education;searchenginesandportals
2017,9,2.0,19865.66667,13.42306628,14.56067178,True,business;education;searchenginesandportals
2018,7,2.857142857142857,29682.42857,14.55718384,15.37581713,True,business;education;searchenginesandportals
2019,4,4.0,38663.0,15.54716108,15.68848315,True,business;education;searchenginesandportals
