year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,9,1.7777777777777777,6916.777777777777,12.240570434444445,6.487694749999999,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2001,11,1.5454545454545454,6174.181818181818,13.627941636363635,6.847362814545454,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2002,14,2.2142857142857144,6844.214285714285,14.04637317142857,8.958875140714287,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2003,16,2.875,8219.8125,13.841297005,10.833586768125,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2004,13,3.230769230769231,8228.0,14.190294828461539,10.878895463076923,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2005,13,4.230769230769231,10666.23076923077,13.60003752769231,12.987012908461537,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2006,18,5.833333333333333,12822.333333333334,12.482030913888888,12.582391981666667,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2007,20,7.6,12210.65,13.5081740485,11.516518061,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2008,29,9.03448275862069,12182.448275862069,14.225122017931035,14.227120705862069,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2009,26,8.076923076923077,11776.076923076924,14.496237327692306,14.461313131153846,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2010,39,3.948717948717949,11166.461538461539,14.191339808974357,12.962612025897437,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2011,44,9.068181818181818,12829.568181818182,13.32051118318182,11.846478147727272,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2012,57,8.789473684210526,12932.421052631578,13.305731439122807,11.693879505263158,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2013,66,8.515151515151516,13574.621212121212,13.516283427727274,12.2878334469697,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2014,86,6.255813953488372,12116.418604651162,13.333242882093025,11.826188612906979,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2015,99,6.070707070707071,12695.565656565657,13.37062037242424,11.831141571616163,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2016,103,5.58252427184466,13518.533980582524,13.37619331262136,12.211866367961166,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2017,103,6.941747572815534,15368.029126213592,13.648496625728155,13.502754678349516,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2018,83,7.168674698795181,20651.09638554217,13.605555991566261,14.558976448313256,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
2019,80,6.8,20758.975,13.299616553499998,14.456419289625,False,business;newsandmedia;sports - education;newsandmedia;sports - entertainment;newsandmedia;sports - newsandmedia;sports - newsandmedia;sports;streamingmedia - 
