year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,2,0.0,3002.5,11.21209124,,True,messageboardsandforums
2000,8,2.75,7281.25,11.30828057,13.97188442,True,messageboardsandforums
2001,10,5.0,6714.8,11.71820681,13.99322545,True,messageboardsandforums
2002,16,2.875,6414.125,11.4863892,14.63209127,True,messageboardsandforums
2003,32,1.375,6706.0,11.32154203,13.84298199,True,messageboardsandforums
2004,42,2.761904761904762,6641.404762,11.71386464,13.97158306,True,messageboardsandforums
2005,42,2.4047619047619047,6356.261904999999,11.62179727,14.32721554,True,messageboardsandforums
2006,57,2.736842105263158,6409.438596,12.138722099999999,14.55921887,True,messageboardsandforums
2007,69,2.4057971014492754,6430.57971,12.31030036,14.71258827,True,messageboardsandforums
2008,69,2.898550724637681,6580.347826,12.50291059,14.824777,True,messageboardsandforums
2009,58,3.5689655172413794,6718.913793000001,12.62323178,14.41299345,True,messageboardsandforums
2010,68,3.5441176470588234,6343.220588,12.46190123,14.36262576,True,messageboardsandforums
2011,102,2.715686274509804,6819.019608,12.86521032,14.65483707,True,messageboardsandforums
2012,136,2.661764705882353,6881.617647,12.874707699999998,14.69669695,True,messageboardsandforums
2013,144,2.9305555555555554,6734.423611,12.54278737,14.50861782,True,messageboardsandforums
2014,168,2.892857142857143,6231.071429,12.70030452,14.62778981,True,messageboardsandforums
2015,169,2.171597633136095,7514.289941,12.7483261,14.72957975,True,messageboardsandforums
2016,165,2.0303030303030303,7050.533332999999,12.59018706,14.54586976,True,messageboardsandforums
2017,138,1.9710144927536233,6959.15942,12.88319363,14.80840586,True,messageboardsandforums
2018,109,3.8990825688073394,11883.568809999999,13.15238479,15.52844943,True,messageboardsandforums
2019,127,3.322834645669291,12258.85827,12.69887211,15.41449666,True,messageboardsandforums
