year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2002,1,5.0,3110.0,12.84109731,0.0,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2004,3,3.3333333333333335,2485.6666666666665,12.473087226666669,0.0,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2005,8,1.125,4520.875,11.710833047875001,7.405420873750001,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2006,17,3.2941176470588234,5133.823529411765,12.04628100117647,7.02817400882353,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2007,28,1.8571428571428572,3476.714285714286,11.597238927857143,3.181659898214286,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2008,49,1.2244897959183674,3630.081632653061,11.808572082040817,4.18933151877551,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2009,57,1.087719298245614,3193.1754385964914,11.841431532982453,2.697132460350877,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2010,79,1.3544303797468353,3283.26582278481,11.633822782025316,2.8657133088607596,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2011,105,1.7809523809523808,4557.038095238096,11.600981169809526,5.881597304761904,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2012,113,0.7256637168141593,3644.336283185841,11.679672343451328,3.278815387964602,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2013,128,0.9453125,3525.7734375,11.567755172578126,3.2293990244531248,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2014,165,1.0363636363636364,3512.3030303030305,11.757426194787877,3.3878571908484854,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2015,215,1.0930232558139534,3441.032558139535,11.726780510697676,3.6653320519069768,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2016,252,0.9722222222222222,3247.527777777778,11.970598779563494,3.640858102142857,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
2017,271,1.3394833948339484,3639.9667896678966,12.300761416937272,4.377238968081182,False,adult;illegalcontent - education;illegalcontent - entertainment;illegalcontent - entertainment;illegalcontent;informationtech - entertainment;illegalcontent;mediasharing - entertainment;illegalcontent;streamingmedia - illegalcontent - illegalcontent;informationtech - illegalcontent;informationtech;mediasharing - illegalcontent;mediasharing - illegalcontent;mediasharing;searchenginesandportals - illegalcontent;streamingmedia - 
