year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2001,5,2.0,3983.4,10.457021772000001,7.297359722,True,blogsandpersonal
2002,1,0.0,3368.0,8.409476843,11.07235135,True,blogsandpersonal
2003,2,1.0,3913.0,9.073449,11.30519309,True,blogsandpersonal
2004,7,1.1428571428571428,4138.142857142857,9.339028015714286,3.29658138,True,blogsandpersonal
2005,11,6.181818181818182,5240.181818181818,10.883931500000001,1.1988570672727272,True,blogsandpersonal
2006,12,6.0,5519.666666666667,11.065257875,4.872363990833334,True,blogsandpersonal
2007,11,6.454545454545454,5895.181818181818,10.446930109090909,4.316032313636364,True,blogsandpersonal
2008,12,6.666666666666667,7369.083333333333,10.14622445,6.386287074166667,True,blogsandpersonal
2009,21,4.0,7024.476190476191,11.615394495238096,4.362723748571429,True,blogsandpersonal
2010,36,3.0277777777777777,5948.972222222223,11.941722719444444,3.7484105361111113,True,blogsandpersonal
2011,49,1.7142857142857142,6208.938775510204,12.289578844897958,5.725993934693877,True,blogsandpersonal
2012,42,1.4285714285714286,6488.523809523809,12.817449173809523,5.880221942857143,True,blogsandpersonal
2013,50,1.92,6805.02,12.21071342,6.555070594,True,blogsandpersonal
2014,56,1.9285714285714286,6674.857142857143,12.522151248214286,6.0975345517857145,True,blogsandpersonal
2015,52,1.6538461538461537,6574.057692307692,12.4419024,5.648937813461539,True,blogsandpersonal
2016,49,1.7346938775510203,6811.122448979592,12.208459318367348,6.560867142857142,True,blogsandpersonal
2017,40,1.75,6739.85,12.0443546125,6.168525725,True,blogsandpersonal
2018,26,1.3461538461538463,8088.2692307692305,12.544126211538462,7.8968449192307695,True,blogsandpersonal
2019,15,3.3333333333333335,10415.2,12.07953536,8.470552340000001,True,blogsandpersonal
