year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2000,1,3.0,7064.0,11.34644023,13.81666965,False,business;entertainment;streamingmedia - 
2001,2,3.5,7637.5,12.43517833,14.730884825,False,business;entertainment;streamingmedia - 
2002,2,0.0,4623.5,11.222189615,13.56908448,False,business;entertainment;streamingmedia - 
2003,4,15.25,8428.5,12.7723798725,7.20543497,False,business;entertainment;streamingmedia - 
2004,4,17.0,9051.5,13.1526350325,15.0062179475,False,business;entertainment;streamingmedia - 
2005,6,14.666666666666666,7475.0,13.260706140000002,10.004145298333333,False,business;entertainment;streamingmedia - 
2006,8,11.875,7612.625,13.04850755,11.08531356625,False,business;entertainment;streamingmedia - 
2007,10,6.8,7595.5,13.07163762,10.39691321,False,business;entertainment;streamingmedia - 
2008,13,4.153846153846154,7175.7692307692305,13.157101384615384,10.351863846153845,False,business;entertainment;streamingmedia - 
2009,18,2.888888888888889,6201.111111111111,13.3705428,10.2789988,False,business;entertainment;streamingmedia - 
2010,20,2.55,6554.9,13.609789785,9.450713465000002,False,business;entertainment;streamingmedia - 
2011,26,1.6538461538461537,5990.192307692308,13.166540249999999,9.502187000000001,False,business;entertainment;streamingmedia - 
2012,27,2.2222222222222223,7032.407407407408,13.405919914814815,9.303782748148146,False,business;entertainment;streamingmedia - 
2013,36,2.611111111111111,7904.527777777777,13.408158897222222,9.702483694444444,False,business;entertainment;streamingmedia - 
2014,44,3.159090909090909,8729.022727272728,13.505394615909092,10.476550447727272,False,business;entertainment;streamingmedia - 
2015,39,3.1025641025641026,8906.333333333334,13.229660933333333,11.049135948717948,False,business;entertainment;streamingmedia - 
2016,50,3.72,12221.1,13.474881902,12.886443625999998,False,business;entertainment;streamingmedia - 
2017,45,3.7111111111111112,9084.2,12.853016577777778,11.48000157111111,False,business;entertainment;streamingmedia - 
2018,39,4.358974358974359,11955.435897435897,13.018453238461538,12.08501148717949,False,business;entertainment;streamingmedia - 
2019,45,4.177777777777778,13839.822222222223,13.166234097777778,13.348462242222222,False,business;entertainment;streamingmedia - 
