year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2009,896,4.430803571428571,6639.584821428572,12.120511871138392,7.445326118727679,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2010,1303,5.40598618572525,7496.552570990023,12.435672880706061,7.970904633891021,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2011,1756,5.070615034168565,8308.336560364465,12.671932451679957,8.697277653041002,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2012,2121,5.018859028760019,8843.89674681754,12.695699841848187,8.804490334054695,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2013,2312,4.964100346020762,9290.740051903114,12.674562202102075,8.878681080000002,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2014,2462,4.732737611697806,9339.270511779041,12.634464893013812,8.984493712250204,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2015,2637,4.517633674630262,9330.451270383011,12.578040905665528,9.0148461228138,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2016,2823,4.729365922777188,9587.854764434998,12.567414489245483,9.12599964416578,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2017,2660,5.419172932330827,10222.052631578947,12.603146309402259,9.489626003789475,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2018,2230,5.468609865470852,12128.251569506727,12.548882424757851,10.226301328470852,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2019,2152,6.073420074349443,14341.44656133829,12.539610563452603,10.936907582346652,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
