year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,6,2.5,4258.333333333333,11.739610265000001,4.641704685,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2000,58,5.413793103448276,5887.603448275862,11.451052376310347,7.872987384827587,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2001,87,5.919540229885057,4964.747126436781,11.081772842413793,6.736157902298849,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2002,148,6.45945945945946,5187.141891891892,11.605520772635135,6.013841889256757,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2003,196,5.494897959183674,5862.219387755102,11.042968213265304,6.1954704765306134,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2004,263,4.623574144486692,5880.897338403041,11.390776788593156,6.276950108745249,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2005,342,4.555555555555555,6568.298245614035,11.50865779880117,7.22491712877193,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2006,491,5.0733197556008145,6970.822810590631,11.66011928185336,7.742229900000001,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2007,626,4.920127795527157,6915.250798722045,11.982121727004795,7.870084181693291,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
2008,811,4.469790382244143,6541.540073982737,12.080961673071513,7.731310375684338,False,adult;entertainment;games - adult;games - advertising;business;games - blogsandpersonal;entertainment;games - business;education;games - business;entertainment;games - business;gambling;games - business;games - business;games;informationtech - business;games;shopping - business;games;sports - business;games;travel - deceptive;entertainment;games - economyandfinance;games - education;entertainment;games - education;entertainment;games;shopping - education;games - education;games;informationtech - education;games;mediasharing - education;games;messageboardsandforums - education;games;shopping - education;games;weapons - entertainment;gambling;games - entertainment;games - entertainment;games;informationtech - entertainment;games;mediasharing - entertainment;games;newsandmedia - entertainment;games;shopping - entertainment;games;sports - entertainment;games;streamingmedia - gambling;games - gambling;games;shopping - gambling;games;sports - games - games;informationtech - games;informationtech;mediasharing - games;informationtech;newsandmedia - games;informationtech;shopping - games;mediasharing - games;messageboardsandforums - games;messageboardsandforums;newsandmedia - games;newsandmedia - games;shopping - games;shopping;sports - games;socialnetworking - games;sports - games;sports;vehicles - games;streamingmedia - 
