year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2008,1,5.0,32407.0,15.424682199999998,15.47004243,False,adult;personals;socialnetworking - personals;socialnetworking - 
2009,3,2.0,10457.333333333334,14.717798993333332,15.742901016666666,False,adult;personals;socialnetworking - personals;socialnetworking - 
2010,2,0.0,3823.0,11.250018275,13.45427322,False,adult;personals;socialnetworking - personals;socialnetworking - 
2011,3,0.0,5544.0,10.22113749,12.984920670000001,False,adult;personals;socialnetworking - personals;socialnetworking - 
2012,4,1.0,12824.25,11.0253476875,13.819844765,False,adult;personals;socialnetworking - personals;socialnetworking - 
2013,5,1.6,12334.2,12.454547852000001,11.64843153,False,adult;personals;socialnetworking - personals;socialnetworking - 
2014,5,1.6,12994.4,13.120082792,8.593747504,False,adult;personals;socialnetworking - personals;socialnetworking - 
2015,4,1.0,14735.75,12.830607295,6.6206800925,False,adult;personals;socialnetworking - personals;socialnetworking - 
2016,4,1.0,14707.5,12.7554723425,10.72176077,False,adult;personals;socialnetworking - personals;socialnetworking - 
2017,3,0.0,7204.0,11.47015723,14.042606789999999,False,adult;personals;socialnetworking - personals;socialnetworking - 
2018,2,9.0,20009.0,8.834936235,12.5161,False,adult;personals;socialnetworking - personals;socialnetworking - 
2019,4,5.5,22117.5,10.1992167625,6.25805,False,adult;personals;socialnetworking - personals;socialnetworking - 
