year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1998,38,2.789473684210526,3154.3947368421054,12.6608516645,2.4183399745789473,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
1999,118,2.2457627118644066,3251.6186440677966,11.529283557677967,2.7608995718644063,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2000,585,3.123076923076923,4823.4495726495725,11.238719874649572,5.693702935743589,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2001,910,2.936263736263736,5298.318681318681,11.451425958353846,6.794888595285714,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2002,1381,2.681390296886314,5554.387400434468,11.603827106583635,7.084388986517018,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2003,1825,2.5424657534246577,5918.516164383562,11.597786727369863,7.47024188739726,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2004,2274,2.6112576956904134,6248.108619173263,11.750508543364115,7.826035074010553,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2005,2738,2.7724616508400293,6519.010956902849,11.77621659822279,8.123308665094962,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2006,3828,2.7646290491118077,6721.28526645768,11.847782341698014,8.406412796350574,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2007,4677,2.9022877913192215,6926.697028009407,11.99012538079752,8.715184736452851,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
