year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2008,5434,2.9414795730585204,7021.34063305116,11.979746454281193,8.777517352072136,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2009,5576,2.9354375896700144,7232.552367288379,12.06523716453013,8.957197306658896,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2010,7092,2.9073604060913705,7315.713056965595,12.133993493062606,9.076798257591651,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2011,9302,2.930230058052032,7764.31659858095,12.19919673762739,9.485953136749087,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2012,11594,3.006468863205106,8074.1446437812665,12.294079915432121,9.709291042934277,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2013,12994,2.9154225026935507,8393.318300754194,12.347168174072644,9.81763705324919,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2014,14014,2.9803054088768373,8911.42043670615,12.447386199897247,10.184430889655342,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2015,15276,3.0786200576067033,9281.384459282535,12.507488870623858,10.486548702386752,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2016,15367,3.1498665972538555,9769.600832953733,12.593206651565696,10.730679572528796,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2017,12925,3.455705996131528,10686.906460348162,12.686690513496634,11.01704359825292,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2018,9069,3.9869886426287353,13275.525747050391,12.870622906582861,11.840254242797444,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
2019,9901,4.341783658216341,14545.671548328452,12.9331118503434,12.372967260681747,False,adult;business;shopping - adult;entertainment;shopping - adult;shopping - alcoholandtobacco;business;shopping - alcoholandtobacco;drugs;shopping - alcoholandtobacco;education;shopping - alcoholandtobacco;foodandrecipes;shopping - alcoholandtobacco;shopping - blogsandpersonal;business;shopping - blogsandpersonal;entertainment;shopping - business;drugs;shopping - business;economyandfinance;shopping - business;education;entertainment;shopping - business;education;shopping - business;entertainment;shopping - business;foodandrecipes;shopping - business;gambling;shopping - business;games;shopping - business;health;shopping - business;informationtech;shopping - business;jobrelated;shopping - business;mediasharing;shopping - business;messageboardsandforums;shopping - business;newsandmedia;shopping - business;realestate;shopping - business;searchenginesandportals;shopping - business;shopping - business;shopping;sports - business;shopping;travel - business;shopping;vehicles - business;shopping;weapons - drugs;education;shopping - drugs;foodandrecipes;shopping - drugs;shopping - economyandfinance;education;shopping - economyandfinance;entertainment;shopping - economyandfinance;shopping - economyandfinance;shopping;travel - education;entertainment;games;shopping - education;entertainment;shopping - education;foodandrecipes;shopping - education;games;shopping - education;health;shopping - education;informationtech;shopping - education;messageboardsandforums;shopping - education;newsandmedia;shopping - education;personals;shopping - education;shopping - education;shopping;sports - education;shopping;travel - education;shopping;vehicles - education;shopping;weapons - entertainment;foodandrecipes;shopping - entertainment;games;shopping - entertainment;informationtech;shopping - entertainment;messageboardsandforums;shopping - entertainment;newsandmedia;shopping - entertainment;shopping - entertainment;shopping;sports - entertainment;shopping;streamingmedia - entertainment;shopping;travel - entertainment;shopping;vehicles - entertainment;shopping;weapons - foodandrecipes;health;shopping - foodandrecipes;shopping - foodandrecipes;shopping;weapons - gambling;games;shopping - games;informationtech;shopping - games;shopping - games;shopping;sports - health;shopping - informationtech;newsandmedia;shopping - informationtech;shopping - mediasharing;shopping - messageboardsandforums;shopping - messageboardsandforums;shopping;vehicles - messageboardsandforums;shopping;weapons - newsandmedia;shopping - realestate;shopping - realestate;shopping;travel - searchenginesandportals;shopping - shopping - shopping;socialnetworking;streamingmedia - shopping;sports - shopping;streamingmedia - shopping;travel - shopping;travel;vehicles - shopping;vehicles - shopping;weapons - 
