year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2007,1,0.0,10941.0,13.41688124,15.24766489,True,business;jobrelated;shopping
2008,2,0.0,10835.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2009,1,0.0,10835.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2010,2,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2011,1,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2012,1,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2013,2,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2014,1,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2015,2,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2016,2,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
2018,1,0.0,10825.0,13.4259025,15.20269789,True,business;jobrelated;shopping
