year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2002,1,0.0,8157.0,17.00495284,18.8434795,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2003,1,0.0,7945.0,17.03247954,18.87805463,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2004,1,0.0,7945.0,17.03247954,18.87805463,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2006,1,0.0,9511.0,12.0048955,14.36255379,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2007,3,0.0,7387.0,11.462562086666667,9.57503586,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2008,5,0.0,6649.0,12.35961221,9.520632442,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2009,5,0.0,4984.6,14.437379262000002,5.7450215159999996,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2010,5,0.0,3798.8,14.223783129999997,2.8725107579999998,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2011,4,0.0,2345.5,14.2671799725,0.0,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2012,5,0.0,3398.4,12.096222166,0.0,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2013,5,0.0,3738.0,12.568950468,0.0,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2014,3,0.0,4109.0,13.294622249999998,0.0,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2015,3,0.0,3799.0,14.193705753333333,0.0,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2016,5,2.0,4191.0,13.863454873999999,3.15496059,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2017,5,4.0,4903.6,14.227233620000002,6.309921178,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2018,2,0.0,4388.0,14.47347596,0.0,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
2019,1,10.0,6567.0,14.35292479,15.77480295,False,business;education;gambling - education;gambling - education;gambling;informationtech - 
