year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2001,4,2.5,6175.75,13.456356315,4.2415146575,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2002,4,4.0,9429.75,13.3252066575,8.4830293125,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2003,4,4.0,9424.0,13.3252066575,8.4830293125,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2004,2,11.5,13632.5,12.82379391,15.640043775,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2005,2,16.0,12646.5,12.439993925,14.713143300000002,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2007,1,0.0,15049.0,15.51120385,17.91617709,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2008,7,6.285714285714286,8713.714285714286,13.64862399,16.14897604285714,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2009,8,6.75,7105.625,13.1765787875,11.81045013125,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2010,10,5.4,5520.5,10.18615488,7.687652426,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2011,17,3.2941176470588234,6355.588235294118,9.510103825882354,8.881411278235294,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2012,18,3.5555555555555554,5596.666666666667,10.36854086277778,8.663990372222223,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2013,18,3.2222222222222223,5843.833333333333,10.890520982777778,8.351245475555555,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2014,23,2.652173913043478,6713.0,11.082578535652175,7.449405928695651,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2015,27,2.5555555555555554,7111.444444444444,13.220800936666668,9.411373518518518,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2016,36,3.25,9177.083333333334,12.937961516666666,12.37760363,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2017,36,3.4166666666666665,7802.055555555556,12.667286803055555,10.57264455,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2018,26,5.346153846153846,8924.653846153846,13.32873844346154,9.922163915384614,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
2019,25,5.0,8548.92,13.2885921588,9.629281786,False,business;entertainment;foodandrecipes - education;entertainment;foodandrecipes - entertainment;foodandrecipes - entertainment;foodandrecipes;shopping - 
