year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,7,2.4285714285714284,7523.5714290000005,12.56772188,14.21235401,True,searchenginesandportals
2000,13,3.6153846153846154,4516.615385,13.11591507,15.31916827,True,searchenginesandportals
2001,15,4.333333333333333,5099.933333,13.01678745,15.81711203,True,searchenginesandportals
2002,11,4.363636363636363,5718.0,12.63981891,15.86053751,True,searchenginesandportals
2003,15,4.733333333333333,5749.266667,13.81578418,15.30881619,True,searchenginesandportals
2004,22,6.681818181818182,7743.181818000001,13.23532974,14.72658994,True,searchenginesandportals
2005,21,7.666666666666667,8893.904762,12.93702374,14.76761464,True,searchenginesandportals
2006,23,9.391304347826088,10596.913040000001,13.30866237,15.141286800000001,True,searchenginesandportals
2007,21,6.619047619047619,8390.476190000001,12.26343361,14.49941621,True,searchenginesandportals
2008,20,7.15,10050.95,13.00765296,15.07818902,True,searchenginesandportals
2009,24,7.166666666666667,13770.208330000001,14.52744488,16.13941716,True,searchenginesandportals
2010,121,1.9173553719008265,4771.966942,13.86704106,16.24175362,True,searchenginesandportals
2011,131,1.9236641221374047,4279.9923659999995,13.08732274,15.20847934,True,searchenginesandportals
2012,66,3.4696969696969697,8061.80303,12.58706967,14.94272725,True,searchenginesandportals
2013,67,3.746268656716418,8531.865672,12.74562083,15.09355025,True,searchenginesandportals
2014,67,3.8656716417910446,10108.41791,12.90660786,14.841727599999999,True,searchenginesandportals
2015,169,1.1005917159763314,15173.781069999999,13.31496532,13.98478422,True,searchenginesandportals
2016,199,0.8391959798994975,14855.276380000001,13.30127332,14.04057905,True,searchenginesandportals
2017,445,1.0247191011235954,15616.52809,13.40858778,14.16811457,True,searchenginesandportals
2018,82,5.2317073170731705,13546.439019999998,12.88819333,14.84899125,True,searchenginesandportals
2019,67,3.1194029850746268,15526.298509999999,12.8078351,15.04811199,True,searchenginesandportals
