year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2004,2,3.0,9886.0,14.8325774,16.60763045,True,gambling;travel
2005,1,3.0,9858.0,14.8325774,16.60763045,True,gambling;travel
2006,3,2.0,8831.0,14.62024479,16.00181847,True,gambling;travel
2007,4,1.5,8314.25,14.51187598,15.8977535,True,gambling;travel
2008,4,1.5,7450.25,14.42414795,16.0910525,True,gambling;travel
2009,4,1.5,7680.0,14.56314202,16.25208408,True,gambling;travel
2010,4,1.5,8358.5,14.27573845,15.57127759,True,gambling;travel
2011,4,1.5,9426.75,14.48710429,15.59111862,True,gambling;travel
2012,4,1.5,10119.0,14.35542509,15.53208315,True,gambling;travel
2013,2,3.0,11341.0,15.54203639,16.48601716,True,gambling;travel
2014,3,2.0,10844.33333,14.65985785,15.87381529,True,gambling;travel
2015,4,1.5,12937.0,14.22029215,15.34365271,True,gambling;travel
2016,4,1.75,12980.0,14.20480375,15.50167298,True,gambling;travel
2017,4,2.0,12996.5,14.19257819,15.74230559,True,gambling;travel
2018,3,3.6666666666666665,15401.0,13.40736576,15.41152364,True,gambling;travel
2019,2,6.0,19620.0,12.26597583,15.73914725,True,gambling;travel
