year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,2,2.0,3099.5,11.24987922,0.0,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2000,9,1.8888888888888888,5040.0,7.442221473333333,7.100766424444444,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2001,18,3.388888888888889,4941.833333333333,9.39944376111111,5.940948116666665,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2002,17,4.352941176470588,5466.705882352941,9.354577476470588,5.809874562941177,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2003,13,2.3076923076923075,5506.153846153846,8.738423861538461,8.16547523076923,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2004,18,2.8333333333333335,5093.833333333333,7.8601558055555545,5.958173738888889,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2005,18,3.3333333333333335,4573.388888888889,8.85590201111111,4.664390936666667,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2006,28,2.9285714285714284,5902.392857142857,9.781567214285714,6.090248107142857,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2007,32,6.125,5343.25,10.323020737500002,6.302915071875001,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2008,42,4.976190476190476,4697.428571428572,11.296797580952381,6.197478907142857,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2009,44,3.7954545454545454,6338.113636363636,11.754952802272728,10.055249913636365,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2010,55,4.3090909090909095,6957.454545454545,12.174648687272727,10.466526294545456,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2011,77,3.857142857142857,7128.623376623376,12.386910897402599,9.90409073116883,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2012,99,3.01010101010101,6799.848484848485,12.42180827272727,8.589606592929293,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2013,106,3.1226415094339623,7301.547169811321,12.54920266037736,9.36507794245283,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2014,112,3.642857142857143,7652.178571428572,12.749042928571429,9.430939830357143,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2015,121,3.8016528925619837,7784.256198347108,12.790590345123967,9.87315629752066,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2016,119,3.6470588235294117,8066.529411764706,12.904829246386553,9.635354380840335,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2017,114,3.8771929824561404,7946.070175438596,12.711589683719298,9.294611064201753,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2018,88,3.8863636363636362,9886.625,12.690625090909093,11.590093965909091,False,business;education;entertainment;shopping - education;entertainment;shopping - 
2019,78,4.051282051282051,10056.76923076923,12.643656061538461,11.179205393589744,False,business;education;entertainment;shopping - education;entertainment;shopping - 
