year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2004,1,3.0,10953.0,11.89552909,14.69652958,False,blogsandpersonal;business;entertainment - 
2008,4,0.0,5251.25,13.0144455425,3.95443566,False,blogsandpersonal;business;entertainment - 
2009,5,2.4,4359.4,12.229402724,6.2667241339999995,False,blogsandpersonal;business;entertainment - 
2010,11,3.0,6236.0,12.848131872727272,8.290320618181816,False,blogsandpersonal;business;entertainment - 
2011,13,1.7692307692307692,5150.153846153846,12.990243315384616,7.045679766153847,False,blogsandpersonal;business;entertainment - 
2012,18,2.4444444444444446,7075.055555555556,12.961773122222223,9.756540688888888,False,blogsandpersonal;business;entertainment - 
2013,27,1.8148148148148149,6176.925925925926,12.825716203703703,8.684274903703702,False,blogsandpersonal;business;entertainment - 
2014,28,1.8571428571428572,5403.857142857143,12.440534999999999,7.2371641464285705,False,blogsandpersonal;business;entertainment - 
2015,27,2.1481481481481484,5945.62962962963,12.424672185185186,8.49779018148148,False,blogsandpersonal;business;entertainment - 
2016,34,2.5294117647058822,7954.64705882353,12.816102497058822,10.549508555882353,False,blogsandpersonal;business;entertainment - 
2017,26,2.9615384615384617,8041.692307692308,12.687879903846154,9.751039565384614,False,blogsandpersonal;business;entertainment - 
2018,15,1.8666666666666667,10130.866666666667,12.64597962,10.763270533333333,False,blogsandpersonal;business;entertainment - 
2019,22,1.6818181818181819,9471.545454545454,12.26139244090909,12.393462918181818,False,blogsandpersonal;business;entertainment - 
