year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
1999,8,3.375,8472.5,12.85814482,14.77308516,True,sports
2000,71,9.52112676056338,7337.492958,12.06127921,13.48206673,True,sports
2001,116,5.732758620689655,6830.189655,12.0914747,13.6581049,True,sports
2002,144,6.201388888888889,7360.979167,12.40750825,14.6455201,True,sports
2003,157,7.101910828025478,8741.929936,12.645151400000001,14.86166516,True,sports
2004,187,5.128342245989304,8515.438503,12.55369503,14.9941855,True,sports
2005,207,6.183574879227053,10410.33816,13.07366435,15.25387003,True,sports
2006,213,5.230046948356808,9431.230047,12.894381,15.13204564,True,sports
2007,220,4.536363636363636,9386.995455,13.07296912,15.43419868,True,sports
2008,267,4.898876404494382,9249.47191,13.05641666,15.33698476,True,sports
2009,338,5.402366863905326,10431.99112,13.13870891,15.31004853,True,sports
2010,404,4.787128712871287,8446.294554,12.90865423,15.37748313,True,sports
2011,516,5.127906976744186,9122.021318000001,13.03728612,15.52577942,True,sports
2012,606,4.851485148514851,8904.069307,12.98367611,15.29182867,True,sports
2013,629,5.149443561208267,9899.918919,13.13842446,15.24118673,True,sports
2014,659,4.893778452200303,10191.26707,13.20256505,15.22342539,True,sports
2015,697,5.134863701578192,10758.67432,13.35930374,15.51950802,True,sports
2016,771,5.214007782101167,11315.21401,13.33562231,15.62457175,True,sports
2017,776,6.0,12455.87242,13.36925226,15.73963181,True,sports
2018,644,5.47360248447205,14055.77795,13.36692647,15.74846667,True,sports
2019,591,4.944162436548224,15564.526230000001,13.38817609,15.645242699999999,True,sports
